,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.39,0.48,0.41,0.62,0.8,0.39,0.43
java-gnome.csv,0.85,0.98,0.73,0.89,0.47,0.94,0.71
mb-unit.csv,0.39,0.45,0.41,0.46,0.47,0.4,0.34
mecat.csv,0.51,0.98,0.97,0.95,0.67,0.64,0.82
rodin-b-sharp.csv,0.82,0.91,0.67,0.57,0.38,0.86,0.44
unicase.csv,0.4,0.44,0.43,0.49,0.39,0.42,0.35
wpdev.csv,0.39,0.42,0.38,0.43,0.38,0.39,0.33
