,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.52,0.25,0.21,0.99,0.14,0.63,0.56
bwapi.csv,0.08,0.25,1.0,0.98,0.98,0.27,1.0
gisgraphy.csv,0.31,0.44,0.07,0.25,0.05,0.93,0.23
lite.csv,0.41,0.33,0.71,0.27,0.17,0.32,0.62
ontopia.csv,0.97,0.97,0.29,0.2,0.82,0.8,0.33
smartgwt.csv,0.38,0.36,0.43,0.25,0.71,0.32,0.65
