,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.83,0.93,0.96,0.93,0.94,0.92,0.56,0.92,0.53,0.69,0.47,0.9,0.59
gamestone.csv,0.9,0.53,0.92,0.55,0.7,0.0,0.46,0.91,0.92,0.83,0.8,0.59,0.36
gbif-providertoolkit.csv,0.56,0.94,0.64,0.66,0.59,0.0,0.83,0.65,0.48,0.54,0.37,0.59,0.79
growl-for-windows.csv,0.49,0.5,0.0,0.0,0.54,0.88,0.34,0.0,0.0,0.0,0.4,0.63,0.0
gss.csv,0.38,0.45,0.33,0.31,0.31,0.34,0.31,0.38,0.34,0.42,0.36,0.34,0.31
heekscad.csv,0.37,0.5,0.41,0.44,0.38,0.35,0.33,0.41,0.34,0.38,0.64,0.4,0.35
igarden.csv,0.49,0.69,0.94,0.51,0.88,0.63,0.35,0.89,0.5,0.81,0.65,0.75,0.43
levent.csv,0.51,0.89,0.9,0.83,0.39,0.44,0.3,0.5,0.0,0.89,0.39,0.56,0.0
openmsx.csv,0.46,0.43,0.88,0.34,0.48,0.63,0.33,0.7,0.88,0.74,0.33,0.48,0.0
pnotepad.csv,0.41,0.56,0.37,0.31,0.34,0.43,0.31,0.42,0.34,0.42,0.43,0.34,0.32
quark.csv,0.46,0.67,0.65,0.91,0.87,0.67,0.82,0.93,0.52,0.77,0.83,0.5,0.55
tango-cs.csv,0.46,0.58,0.42,0.34,0.37,0.36,0.44,0.4,0.34,0.45,0.36,0.39,0.44
xcsoar.csv,0.36,0.67,0.37,0.41,0.39,0.48,0.34,0.43,0.34,0.58,0.55,0.5,0.39
