,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.18,0.21,0.98,0.1,0.13,0.0,0.17,0.05,0.76,0.04
array4j.csv,0.18,0.14,0.0,0.31,0.06,0.11,0.14,0.07,0.14,0.0
beast-mcmc.csv,0.4,0.01,0.97,0.28,0.33,0.21,0.02,0.26,0.81,0.07
continuum-ide.csv,0.06,0.05,0.06,0.03,0.09,0.02,0.02,0.12,0.24,0.01
jam-daq.csv,0.12,0.1,0.37,0.33,0.02,0.28,0.14,0.28,0.05,0.09
l2j.csv,0.84,0.64,0.49,0.92,0.7,0.55,0.65,0.23,0.43,0.03
nodal.csv,0.32,0.21,0.27,0.1,0.22,0.22,0.0,0.14,0.32,0.09
projectfactory.csv,0.46,0.41,0.32,0.33,0.57,0.44,0.35,0.0,0.35,0.26
roolo.csv,0.11,0.1,0.3,0.31,0.11,0.23,0.32,0.12,0.0,0.25
