,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.18,0.68,1.0,0.95,0.79,0.05,0.84,0.9,0.76,0.98
array4j.csv,1.02,0.74,0.12,0.77,0.98,0.82,0.63,0.87,0.91,0.95
beast-mcmc.csv,0.4,0.03,0.97,0.65,0.49,0.75,0.78,0.79,0.81,0.89
continuum-ide.csv,1.0,0.86,1.0,0.06,0.98,0.95,1.0,0.9,0.93,0.99
jam-daq.csv,0.12,0.53,0.62,0.73,0.02,0.86,0.8,0.79,0.9,0.85
l2j.csv,0.84,0.66,0.62,0.92,0.75,0.62,0.72,0.63,0.78,0.03
nodal.csv,1.05,0.86,0.74,0.83,0.75,0.61,0.04,0.93,0.96,0.88
projectfactory.csv,1.1,0.67,0.76,0.73,0.74,0.72,0.66,0.03,0.87,0.57
roolo.csv,1.01,0.75,0.87,0.82,0.65,0.8,0.65,0.83,0.0,0.84
