,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,1.0,0.35,0.81,0.06,0.22,0.95,0.17,0.1,0.95,0.03
array4j.csv,0.0,0.27,0.88,0.29,0.02,0.19,0.39,0.13,0.1,0.05
beast-mcmc.csv,1.0,0.97,1.0,0.41,0.64,0.29,0.22,0.26,0.95,0.11
continuum-ide.csv,0.0,0.14,0.0,0.94,0.02,0.05,0.0,0.1,0.1,0.01
jam-daq.csv,1.0,0.48,0.5,0.35,1.0,0.19,0.22,0.26,0.1,0.16
l2j.csv,1.0,0.82,0.62,1.0,0.73,0.71,0.7,0.41,0.35,0.98
nodal.csv,0.0,0.17,0.31,0.18,0.29,0.43,0.96,0.08,0.1,0.13
projectfactory.csv,0.0,0.47,0.31,0.35,0.53,0.43,0.43,0.97,0.2,0.49
roolo.csv,0.0,0.26,0.19,0.24,0.36,0.24,0.43,0.18,1.0,0.19
