,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.45,0.18,0.47,1.0,0.07,0.6,0.46,0.54,0.31,0.18
chrysalis.csv,0.94,0.0,0.4,1.0,0.0,0.67,0.73,0.57,0.36,1.0
jahshaka.csv,0.71,0.91,0.5,1.0,0.12,0.93,0.63,0.75,0.38,0.5
jam-daq.csv,0.64,0.31,0.55,1.0,0.33,0.78,0.98,0.64,0.32,0.43
jatlas.csv,0.35,0.5,0.57,1.0,1.0,1.0,0.67,1.0,0.25,0.0
jedit.csv,0.98,0.23,0.49,1.0,0.14,0.72,0.53,0.56,0.41,0.33
mscore.csv,0.51,0.3,0.55,0.97,0.15,1.0,0.56,0.64,0.31,0.16
open-media-library.csv,0.46,0.33,1.0,0.92,0.14,0.76,0.44,0.56,0.38,0.5
panda3d.csv,0.36,0.08,0.5,1.0,0.0,0.45,0.5,0.62,0.98,0.11
wheat.csv,0.33,0.24,0.48,1.0,0.15,0.61,0.26,1.0,0.34,0.08
