,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.0,4.0,4.0,0.0,42.0,1.0,1.0,0.0,3.0,34.0
chrysalis.csv,1.0,59.0,2.0,0.0,66.0,0.0,2.0,1.0,0.0,0.0
jahshaka.csv,3.0,0.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0
jam-daq.csv,8.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0
jatlas.csv,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,160.0
jedit.csv,0.0,1.0,0.0,0.0,12.0,0.0,4.0,1.0,1.0,8.0
mscore.csv,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,29.0
open-media-library.csv,4.0,6.0,0.0,0.0,7.0,2.0,1.0,1.0,3.0,1.0
panda3d.csv,0.0,11.0,2.0,0.0,66.0,1.0,3.0,0.0,1.0,11.0
wheat.csv,4.0,5.0,1.0,0.0,7.0,1.0,6.0,0.0,3.0,11.0
