,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.97,1.0,1.0,0.0,1.0,1.0,0.98,1.0,1.0,0.94
chrysalis.csv,0.01,0.04,0.13,0.0,0.27,0.07,0.06,0.12,0.08,0.0
jahshaka.csv,0.12,0.02,0.24,0.0,0.11,0.04,0.3,0.04,0.26,0.01
jam-daq.csv,0.21,0.18,0.3,0.0,0.16,0.21,0.02,0.21,0.37,0.09
jatlas.csv,0.29,0.02,0.13,0.0,0.0,0.0,0.04,0.0,0.03,0.0
jedit.csv,0.01,0.41,0.39,0.0,0.4,0.26,0.44,0.58,0.22,0.28
mscore.csv,0.36,0.33,0.33,0.67,0.37,0.0,0.31,0.21,0.33,0.37
open-media-library.csv,0.4,0.16,0.0,0.67,0.19,0.25,0.44,0.33,0.32,0.04
panda3d.csv,0.49,0.22,0.24,0.0,0.52,0.75,0.07,0.38,0.01,0.31
wheat.csv,0.16,0.33,0.33,0.0,0.18,0.31,0.26,0.0,0.35,0.08
