,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,83.0,74.0,0.0,69.0,71.0,117.0
foursquared.csv,6.0,0.0,70.0,0.0,71.0,117.0
ifmo-game-1.csv,0.0,74.0,70.0,2.0,2.0,117.0
micomt.csv,8.0,19.0,20.0,2.0,0.0,117.0
voms.csv,0.0,0.0,70.0,0.0,71.0,117.0
