,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.26,0.73,0.42,0.57,0.82,0.3,0.05,0.83,0.89,0.47,0.31,0.69,0.74,0.38,0.89,0.58,0.74
arm-webradio.csv,0.46,0.91,0.5,0.48,0.82,0.35,0.1,0.67,0.94,0.47,0.06,0.35,0.32,0.38,0.83,0.81,0.97
bwapi.csv,0.91,0.55,1.0,0.91,0.48,0.98,1.0,0.39,0.31,0.73,1.0,0.89,0.81,0.96,0.36,0.76,0.54
co-ode-owl-plugins.csv,0.54,0.91,0.58,0.78,0.86,0.58,0.19,0.72,0.96,0.8,0.06,0.33,0.22,0.58,0.83,0.9,0.97
firebreath.csv,0.43,0.82,0.75,0.83,0.73,0.68,0.29,0.11,0.81,0.73,0.06,0.63,0.58,0.92,0.42,0.23,0.63
frogatto.csv,0.69,0.64,0.92,0.83,0.61,0.62,0.76,0.44,0.67,0.8,1.0,0.67,0.75,1.0,0.69,0.27,0.6
gretl.csv,0.69,0.82,0.75,0.57,0.95,0.67,0.48,0.78,0.59,1.0,0.25,0.74,0.53,1.0,0.94,0.9,0.71
jasperreports.csv,0.49,0.36,1.0,0.7,0.43,0.88,0.95,0.33,0.2,0.2,1.0,0.75,0.78,0.96,0.28,0.13,0.03
konversation.csv,0.34,0.36,0.83,0.43,0.36,0.57,0.14,0.44,0.07,0.73,0.25,0.42,0.28,0.96,0.19,0.14,0.14
linuxsh.csv,0.4,0.82,0.58,0.2,0.73,0.23,0.0,0.67,0.96,0.67,0.0,0.19,0.19,0.04,0.61,0.51,0.43
moviesandbox.csv,0.83,0.45,0.83,0.57,0.7,0.72,0.1,0.72,0.65,0.8,0.06,0.21,0.26,0.58,0.53,0.25,0.31
ontomorphtab.csv,0.69,1.0,0.92,0.91,0.93,0.88,0.9,0.28,0.67,0.67,0.56,0.84,0.93,0.96,0.86,0.27,0.86
opengs.csv,0.17,0.45,0.67,0.59,0.73,0.43,0.14,0.17,0.78,0.6,0.0,0.31,0.27,0.58,0.44,0.31,0.11
scite-ru.csv,0.94,0.82,0.75,0.87,0.91,0.75,0.48,0.89,0.98,1.0,0.81,0.54,0.48,1.0,0.83,0.99,0.83
tokratan.csv,0.37,0.55,0.58,0.57,0.61,0.37,0.1,0.06,0.46,0.67,0.12,0.59,0.42,0.92,0.22,0.14,0.49
vrjuggler.csv,0.46,0.0,0.58,0.04,0.3,0.12,0.19,0.61,0.33,0.33,0.69,0.02,0.03,0.23,0.5,0.27,0.03
xuggle.csv,0.51,0.64,0.58,0.7,0.7,0.55,0.62,0.22,0.81,0.73,0.19,0.53,0.6,0.88,0.69,0.73,0.49
