,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.77,0.71,0.6,0.55,0.76,0.73,0.96,0.52,0.79,0.84,0.78,0.65,0.43,0.68,0.95,1.03,0.49
arm-webradio.csv,0.64,0.52,0.51,0.61,0.57,0.71,0.9,0.34,0.69,0.9,0.95,0.69,0.78,0.8,0.66,0.99,0.18
bwapi.csv,0.96,0.95,0.94,0.98,0.75,0.98,1.0,1.14,0.76,0.74,1.0,0.91,0.96,1.0,0.66,0.33,1.02
co-ode-owl-plugins.csv,0.73,0.52,0.47,0.66,0.56,0.61,0.81,0.29,0.84,0.99,0.94,0.7,0.88,0.85,0.57,0.98,0.17
firebreath.csv,0.58,0.82,0.63,0.59,0.51,0.48,0.73,0.97,0.75,0.55,0.98,0.52,0.69,0.25,0.59,0.84,0.83
frogatto.csv,0.39,0.64,0.64,0.44,0.58,0.55,0.62,0.95,0.53,0.36,0.9,0.54,0.68,0.99,0.37,1.01,0.69
gretl.csv,0.53,0.71,0.46,0.5,0.97,0.73,0.7,0.55,0.68,0.96,0.82,0.43,0.68,0.53,0.94,0.81,0.44
jasperreports.csv,0.73,0.9,0.94,0.89,0.85,0.85,1.0,1.18,1.04,0.81,0.92,0.71,0.71,0.14,0.91,0.87,1.25
konversation.csv,0.67,0.67,0.26,0.59,0.64,0.51,0.89,0.58,0.94,0.69,0.83,0.6,0.8,0.31,0.81,0.87,0.86
linuxsh.csv,0.65,0.37,0.45,0.81,0.66,0.78,1.0,0.42,0.91,0.83,1.0,0.82,0.83,0.97,0.53,0.81,0.57
moviesandbox.csv,0.73,0.59,0.51,0.56,0.45,0.71,0.92,0.36,0.44,0.82,0.94,0.8,0.77,0.65,0.55,0.86,0.71
ontomorphtab.csv,0.37,0.98,0.79,0.66,0.75,0.74,0.79,1.03,0.76,0.62,0.92,0.59,0.93,0.31,0.83,0.8,0.94
opengs.csv,0.83,0.62,0.36,0.46,0.56,0.65,0.86,0.83,0.36,0.53,1.0,0.7,0.78,0.58,0.58,0.7,0.89
scite-ru.csv,0.86,0.54,0.62,0.73,0.78,0.73,0.6,0.78,0.64,0.92,0.8,0.53,0.76,1.0,0.66,0.92,0.69
tokratan.csv,0.64,0.56,0.44,0.48,0.58,0.67,0.9,0.94,0.54,0.41,0.91,0.51,0.73,0.77,0.78,0.86,0.81
vrjuggler.csv,0.69,1.0,0.45,0.96,0.73,0.89,0.82,0.46,0.69,0.75,0.49,0.98,0.97,0.98,0.6,0.82,0.97
xuggle.csv,0.54,0.7,0.5,0.35,0.62,0.62,0.54,0.88,0.43,0.43,0.9,0.56,0.66,0.97,0.5,0.72,0.64
