,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.0,32.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
electric-core.csv,63.0,19.0,1.0,3.0,2.0,2.0,2.0,0.0,5.0,0.0
jahshakafx.csv,4.0,4.0,2.0,0.0,5.0,4.0,1.0,1.0,4.0,0.0
jython.csv,90.0,7.0,1.0,2.0,1.0,4.0,5.0,1.0,22.0,0.0
kftpgrabber.csv,2.0,3.0,1.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0
mvnforum.csv,102.0,7.0,1.0,12.0,1.0,9.0,2.0,1.0,23.0,0.0
openmalaria.csv,4.0,10.0,2.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0
plplot.csv,100.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,20.0,0.0
popeye-chess.csv,46.0,19.0,0.0,2.0,10.0,0.0,4.0,0.0,3.0,0.0
zxing.csv,0.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,0.0
