,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.58,0.97,0.31,0.54,0.5,0.19,0.32,0.09,0.85,0.02,0.41,0.39
gdis.csv,0.6,0.31,0.21,0.56,0.52,0.16,0.29,0.12,1.0,0.02,0.4,0.44
kml.csv,0.62,0.34,0.31,0.59,1.0,0.18,0.43,0.23,0.86,0.03,0.59,0.56
ppcboot.csv,0.62,0.32,0.26,0.98,0.7,0.07,0.42,0.15,0.78,0.05,0.38,0.42
repositorium.csv,0.64,0.26,0.16,0.46,0.4,1.0,0.43,0.1,0.82,0.02,0.42,0.41
rsyslog.csv,1.0,0.39,0.31,0.65,0.76,0.35,0.36,0.31,0.86,0.04,0.44,0.44
simplewebservices.csv,0.53,0.36,0.14,0.57,0.65,0.15,0.4,0.2,0.85,0.0,0.34,0.99
ultimairis.csv,0.69,0.25,0.22,0.54,0.53,0.28,1.0,0.12,0.6,0.03,0.44,0.34
wow-qrsk.csv,0.54,0.3,0.99,0.58,0.47,0.0,0.7,0.06,0.76,0.06,0.29,0.56
wxstudio.csv,0.33,0.31,0.14,0.55,0.53,0.06,0.35,0.06,0.88,0.05,0.95,0.39
xbg.csv,0.25,0.17,0.12,0.54,0.41,0.11,0.43,1.0,0.71,0.09,0.41,0.41
xqilla.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
