,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.62,0.08,0.46,0.77,0.68,0.54,0.7,0.89,0.61,0.76,0.81,0.78
gdis.csv,0.61,0.75,0.74,0.78,0.78,0.62,0.89,0.87,0.0,0.82,0.88,0.83
kml.csv,0.59,0.6,0.47,0.62,0.03,0.67,0.57,0.44,0.59,0.62,0.47,0.5
ppcboot.csv,0.55,0.67,0.56,0.02,0.58,0.86,0.56,0.63,0.8,0.52,0.78,0.75
repositorium.csv,0.69,0.76,0.78,0.82,0.81,0.18,0.76,0.81,0.75,0.86,0.72,0.82
rsyslog.csv,0.04,0.52,0.47,0.59,0.65,0.39,0.64,0.53,0.6,0.62,0.72,0.87
simplewebservices.csv,0.78,0.61,0.82,0.65,0.45,0.61,0.8,0.76,0.65,1.02,0.83,0.01
ultimairis.csv,0.67,0.94,0.69,0.81,0.8,0.42,0.02,0.95,0.96,0.81,0.7,0.94
wow-qrsk.csv,0.74,0.66,0.03,0.65,0.79,1.0,0.85,0.92,0.86,0.39,0.9,0.78
wxstudio.csv,0.94,0.73,0.84,0.74,0.65,0.9,0.65,0.93,0.59,0.48,0.05,0.88
xbg.csv,1.02,0.98,0.92,0.77,0.85,0.84,0.88,0.38,0.93,0.27,0.8,0.86
xqilla.csv,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
