,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,4.0,0.0,23.0,0.0,2.0,4.0,1.0,7.0,0.0,42.0,0.0,2.0
gdis.csv,3.0,10.0,18.0,0.0,2.0,7.0,0.0,20.0,0.0,47.0,0.0,0.0
kml.csv,3.0,0.0,22.0,0.0,0.0,8.0,1.0,7.0,1.0,20.0,0.0,1.0
ppcboot.csv,1.0,1.0,20.0,0.0,3.0,2.0,2.0,4.0,1.0,30.0,0.0,1.0
repositorium.csv,5.0,7.0,93.0,0.0,3.0,0.0,0.0,11.0,1.0,62.0,0.0,1.0
rsyslog.csv,0.0,0.0,5.0,0.0,1.0,3.0,3.0,1.0,0.0,18.0,8.0,0.0
simplewebservices.csv,4.0,5.0,58.0,0.0,3.0,1.0,1.0,2.0,1.0,119.0,0.0,0.0
ultimairis.csv,0.0,7.0,72.0,0.0,1.0,2.0,0.0,15.0,2.0,42.0,13.0,0.0
wow-qrsk.csv,3.0,7.0,0.0,0.0,2.0,96.0,1.0,10.0,1.0,11.0,10.0,2.0
wxstudio.csv,8.0,3.0,30.0,0.0,2.0,10.0,0.0,14.0,1.0,19.0,0.0,2.0
xbg.csv,10.0,5.0,42.0,0.0,1.0,3.0,1.0,0.0,2.0,21.0,0.0,0.0
xqilla.csv,49.0,143.0,0.0,236.0,74.0,96.0,150.0,62.0,69.0,0.0,85.0,240.0
