,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.28,0.34,0.32,0.49,0.31,0.98,0.39,0.18
arcallians.csv,0.43,0.47,0.41,0.95,0.35,0.42,0.37,0.35
arianne.csv,0.97,0.38,0.47,0.63,0.43,0.75,0.44,0.33
cortex-vfx.csv,0.37,0.52,0.44,0.15,0.42,0.58,0.48,0.97
mbse.csv,0.36,0.45,0.23,0.37,0.95,0.65,0.4,0.29
multitude.csv,0.53,0.58,0.44,0.57,0.43,0.68,0.96,0.3
phonon-vlc-mplayer.csv,0.45,0.54,0.99,0.53,0.33,0.35,0.45,0.34
qgis.csv,0.57,0.99,0.48,0.48,0.37,0.76,0.59,0.44
