,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.92,1.0,0.61,0.68,0.55,0.99,0.76,0.54,1.0,0.5,0.4,0.96,0.81,1.0,0.56,0.52,0.41,0.93,0.77,0.5
badtrinity-zero.csv,0.87,1.0,0.49,0.47,0.65,1.0,0.84,0.49,0.56,0.78,0.98,0.76,0.91,1.0,0.62,0.66,0.5,1.0,0.55,0.67
boost.csv,0.67,0.64,0.46,0.55,0.65,0.37,0.77,0.51,0.52,0.56,0.78,0.47,0.63,0.54,0.65,0.59,0.51,0.54,0.7,0.55
critterding.csv,0.68,0.44,0.95,0.75,0.77,0.69,0.7,0.69,0.56,0.8,0.87,0.58,0.75,0.72,0.73,0.48,0.73,0.47,0.89,0.75
enzo.csv,0.8,0.81,0.55,0.91,0.65,0.81,0.85,0.64,0.85,0.82,0.83,0.95,0.72,0.55,0.76,0.88,0.55,0.27,0.97,0.71
etics.csv,0.64,0.53,0.3,0.67,0.61,0.46,0.86,0.57,0.52,0.51,0.56,0.72,0.55,0.56,0.44,0.49,0.51,0.8,0.76,0.67
fmri-dmt.csv,0.76,0.88,0.82,0.87,0.78,0.95,0.96,0.82,0.76,0.86,0.91,0.89,0.75,0.88,0.76,1.05,1.03,0.99,0.21,0.86
genecys.csv,0.75,0.88,0.96,0.75,0.86,0.84,0.93,0.9,0.51,0.91,0.94,0.85,0.88,0.97,0.75,0.92,0.92,0.89,0.92,0.77
gusanos.csv,0.88,0.78,0.64,0.52,0.61,0.77,0.71,0.53,0.69,0.99,0.6,0.97,0.87,0.37,0.51,0.55,0.52,0.98,0.67,0.58
kftpgrabber.csv,0.97,0.64,0.69,0.72,0.71,0.8,0.9,0.7,0.98,0.49,0.76,0.62,0.69,0.47,0.56,0.64,0.34,0.89,0.78,0.6
kvs.csv,0.7,0.74,0.59,0.63,0.88,0.85,0.31,0.79,0.97,0.61,0.79,0.65,0.93,0.73,0.61,0.61,0.74,0.37,0.93,0.75
mcore3d.csv,0.97,0.74,0.77,0.67,0.51,0.52,0.74,0.58,0.79,0.55,0.79,0.87,0.47,0.64,0.61,0.64,0.46,0.93,0.68,0.57
modplug.csv,0.81,0.76,0.95,0.74,0.88,0.76,0.76,0.74,0.78,0.8,0.86,0.71,0.99,0.7,0.89,0.29,0.87,0.52,0.94,0.76
monetdb.csv,0.7,0.61,0.92,0.68,0.56,0.7,1.0,0.82,0.43,0.4,0.47,0.75,0.83,0.64,0.53,0.53,0.51,0.91,0.83,0.54
ogrehg.csv,0.7,0.61,0.56,0.58,0.59,0.57,0.84,0.46,0.45,0.66,0.46,0.53,0.54,0.58,0.54,0.57,0.51,0.53,0.53,0.5
passwordsafe.csv,0.58,0.56,0.88,0.57,0.65,0.57,0.85,0.53,0.46,0.52,0.73,0.69,0.6,0.6,0.44,0.3,0.79,0.72,0.88,0.37
projecteqemu.csv,0.61,0.64,0.55,0.64,0.55,0.55,0.9,0.52,0.59,0.53,0.68,0.58,0.55,0.56,0.38,0.5,0.42,0.56,0.5,0.5
quarkplayer.csv,0.7,0.91,0.79,0.74,0.82,0.72,0.69,0.92,0.97,1.0,0.93,0.64,0.4,0.94,0.76,0.86,0.98,0.74,0.64,0.88
reactos-mirror.csv,0.47,0.53,0.98,0.59,0.71,0.48,0.74,0.72,0.61,0.5,0.63,0.62,0.67,0.72,0.57,0.51,0.48,0.5,0.67,0.49
xbplayer.csv,0.72,0.6,0.63,0.57,0.61,0.42,0.71,0.63,0.58,0.5,0.59,0.63,0.69,0.51,0.56,0.58,0.61,0.9,0.63,0.59
