,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.83,0.51,0.77,0.52,0.59,0.33,0.44,0.44,0.48,0.36,0.92,0.54,0.38,0.46,0.71,0.41,0.41
checker-framework.csv,0.49,0.46,0.31,0.33,0.43,0.38,0.45,0.38,0.53,0.6,0.38,0.71,0.35,0.57,0.39,0.37,0.43
cme.csv,0.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.86,0.0,0.0,0.91,0.5,0.0,0.0,0.0,0.83
ctrlr.csv,0.97,0.95,0.0,0.53,0.95,0.93,0.96,0.86,0.87,0.8,0.46,0.95,0.94,0.82,0.93,0.96,0.88
fontforge.csv,0.53,0.41,0.3,0.36,0.41,0.34,0.41,0.41,0.44,0.41,0.4,0.37,0.39,0.46,0.41,0.32,0.34
gusanos.csv,0.5,0.43,0.31,0.5,0.48,0.27,0.88,0.38,0.38,0.5,0.45,0.35,0.76,0.5,0.4,0.36,0.33
jvcl.csv,0.62,0.71,0.75,0.78,0.93,0.47,0.5,0.45,0.8,0.67,0.83,0.9,0.94,0.0,0.71,0.7,0.5
kwave.csv,0.48,0.49,0.31,0.34,0.4,0.33,0.81,0.37,0.46,0.31,0.35,0.35,0.33,0.56,0.41,0.35,0.38
liferea.csv,0.81,0.51,0.75,0.92,0.92,0.58,0.5,0.89,0.75,0.75,0.99,0.51,0.61,0.74,0.88,0.58,0.73
lockss.csv,0.68,0.69,0.71,0.75,0.93,0.5,0.88,0.39,0.55,0.31,0.98,0.38,0.48,0.86,0.89,0.36,0.35
magicwars.csv,0.49,0.38,0.34,0.34,0.41,0.33,0.4,0.39,0.48,0.29,0.72,0.38,0.36,0.45,0.42,0.33,0.43
psrchive.csv,0.6,0.46,0.94,0.47,0.93,0.4,0.85,0.63,0.65,0.67,0.98,0.84,0.95,0.5,0.45,0.5,0.52
pydev.csv,0.6,0.6,0.57,0.54,0.87,0.8,0.69,0.43,0.57,0.75,0.73,0.73,0.44,0.73,0.68,0.48,0.39
sarasvati.csv,0.44,0.5,0.42,0.41,0.65,0.62,0.81,0.54,0.75,0.89,0.78,0.92,0.45,0.7,0.59,0.53,0.53
stuproa-cims.csv,0.59,0.5,0.3,0.55,0.67,0.0,0.78,0.5,0.44,0.29,0.66,0.49,0.71,0.0,0.45,0.44,0.5
thout.csv,0.55,0.42,0.45,0.46,0.41,0.33,0.42,0.42,0.6,0.29,0.74,0.41,0.36,0.45,0.51,0.49,0.41
zact.csv,0.95,0.88,0.97,0.75,0.47,0.92,0.69,0.92,0.94,0.91,0.73,0.97,0.64,0.56,0.8,0.92,0.0
