,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.05,0.47,0.02,0.85,0.13,0.63,0.45,0.06,0.09,0.34,0.3,0.44,0.28,0.3,0.58,0.51,0.32,0.33,0.79,0.28
cme.csv,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.13,0.06,0.08,0.91
free-evolution.csv,0.12,0.53,0.02,0.57,0.16,0.4,0.43,0.23,0.12,0.33,0.36,0.48,0.37,0.2,0.82,0.5,0.35,0.41,0.82,0.2
gtad.csv,0.24,0.52,0.01,0.25,0.23,0.43,0.18,0.07,0.13,0.36,0.33,0.38,0.55,0.12,0.37,0.58,0.37,0.29,0.37,0.0
gusanos.csv,0.13,0.28,0.03,0.28,0.29,0.41,0.24,0.25,0.13,0.07,0.37,0.15,0.26,0.36,0.83,0.44,0.36,0.13,0.39,0.0
kaffeine.csv,0.06,0.31,0.01,0.89,0.16,0.46,0.62,0.06,0.34,0.46,0.31,0.53,0.48,0.34,0.79,0.52,0.34,0.38,0.9,0.2
lcfizvtop.csv,0.07,0.55,0.02,0.84,0.18,0.47,0.45,0.13,0.19,0.38,0.37,0.45,0.31,0.56,0.82,0.54,0.35,0.45,0.76,0.29
m-a-d-n-e-s-s.csv,0.67,0.47,0.02,0.22,0.2,0.44,0.41,0.0,0.34,0.28,0.29,0.33,0.63,0.13,0.11,0.6,0.31,0.13,0.19,0.09
m-m-m.csv,0.11,0.39,0.03,0.63,0.14,0.36,0.85,0.15,0.22,0.44,0.22,0.51,0.44,0.26,0.64,0.48,0.32,0.38,0.71,0.0
mediaportal.csv,0.0,0.23,0.02,0.08,0.26,0.16,0.29,0.17,0.26,0.1,0.42,0.26,0.29,0.13,0.4,0.38,0.41,0.16,0.19,0.0
mvnforum.csv,0.05,0.29,0.03,0.15,0.06,0.36,0.56,0.22,0.18,0.55,0.12,0.4,0.17,0.1,0.63,0.04,0.16,0.16,0.46,0.0
myfaces.csv,0.04,0.48,0.01,0.34,0.16,0.45,0.39,0.03,0.31,0.41,0.52,0.5,0.55,0.28,0.48,0.61,0.35,0.29,0.58,0.24
nh3d.csv,0.05,0.48,0.8,0.9,0.12,0.41,0.91,0.2,0.19,0.45,0.24,0.27,0.46,0.31,0.82,0.5,0.0,0.38,0.85,0.16
ogrehg.csv,0.05,0.38,0.02,0.34,0.12,0.39,0.34,0.19,0.24,0.43,0.24,0.63,0.48,0.19,0.65,0.48,0.35,0.35,0.61,0.17
pnotepad.csv,0.07,0.53,0.01,0.71,0.17,0.42,0.88,0.2,0.24,0.45,0.27,0.59,0.54,0.37,0.76,0.53,0.33,0.39,0.97,0.16
pydev.csv,0.1,0.48,0.01,0.37,0.15,0.45,0.21,0.3,0.38,0.33,0.37,0.47,0.62,0.32,0.44,0.63,0.37,0.31,0.52,0.24
sarasvati.csv,0.07,0.34,0.03,0.22,0.28,0.18,0.32,0.04,0.21,0.39,0.32,0.29,0.45,0.29,0.43,0.49,0.38,0.24,0.25,0.0
taokgame.csv,0.08,0.05,0.0,0.19,0.08,0.3,0.11,0.71,0.26,0.26,0.21,0.34,0.28,0.25,0.24,0.39,0.23,0.36,0.29,0.14
tokratan.csv,0.08,0.43,0.02,0.33,0.15,0.45,0.67,0.05,0.36,0.49,0.27,0.53,0.52,0.29,0.63,0.56,0.37,0.33,0.52,0.2
wgs-assembler.csv,0.11,0.5,0.06,0.28,0.15,0.38,0.08,0.34,0.18,0.29,0.27,0.53,0.52,0.33,0.7,0.44,0.35,0.38,0.68,0.0
