,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.37,1.0,1.0,1.0,1.0,0.99,0.91,1.0
fbmanager.csv,0.44,1.0,1.0,1.0,0.59,1.0,0.99,0.51,0.62,0.67,0.98,0.59,0.86,1.0,0.46,0.91,0.82,0.98,0.91,0.39
fleet-simulator.csv,0.97,0.36,1.0,0.67,0.82,0.79,1.0,0.58,0.85,0.98,1.0,1.0,0.71,0.88,0.61,0.04,0.71,0.85,0.95,0.4
hannosset.csv,0.95,1.04,0.95,0.95,0.95,1.03,0.76,1.0,0.82,0.76,0.94,0.27,0.87,0.99,0.99,0.77,0.9,0.69,0.95,0.7
hydrate.csv,0.62,0.39,0.9,0.51,0.77,1.01,0.87,0.41,0.58,0.66,0.87,1.01,0.6,0.64,0.4,0.15,0.6,0.74,0.46,0.66
jgossipforum.csv,0.48,1.01,0.93,0.83,0.75,0.63,0.63,0.07,0.63,0.34,0.94,1.08,0.69,0.57,0.66,0.43,1.0,0.81,0.85,0.94
jruby.csv,0.85,1.19,0.84,0.51,0.86,0.86,0.73,0.74,1.0,0.67,0.92,0.52,0.88,0.67,0.75,0.18,0.95,0.55,0.84,0.61
madman.csv,0.65,0.51,0.93,0.71,0.61,0.58,0.82,0.6,0.39,0.2,0.93,0.73,0.59,0.61,0.77,0.64,0.55,0.83,0.73,0.7
mediaportal.csv,0.94,1.0,0.82,0.44,0.89,0.68,0.89,1.0,0.8,0.39,0.75,0.72,0.82,0.48,0.48,0.83,0.81,0.8,0.68,0.65
ninject.csv,0.63,0.31,0.76,0.59,0.66,0.98,1.01,0.88,0.74,0.78,0.63,0.7,0.63,0.67,0.75,1.23,0.11,0.78,0.59,0.62
officefloor.csv,0.85,1.0,0.95,0.44,0.73,0.81,0.74,0.35,0.82,0.65,0.71,0.75,0.79,0.52,0.39,0.44,0.8,0.81,0.7,0.75
ontopia.csv,0.45,0.95,1.0,0.61,0.8,0.72,0.29,0.49,0.63,0.82,1.03,0.8,0.87,0.59,0.64,0.92,0.89,0.81,0.66,0.72
poormans.csv,0.9,1.0,1.07,0.46,0.91,1.02,0.94,0.8,0.61,1.02,0.84,0.88,0.85,0.8,0.31,0.98,1.0,0.84,0.55,0.93
power-architect.csv,0.92,0.92,1.0,0.64,0.71,0.89,0.99,1.09,0.82,0.91,0.28,0.88,0.91,0.89,0.65,1.04,0.61,0.96,1.0,0.36
powerfolder.csv,0.57,1.02,0.88,0.7,0.83,0.63,0.77,0.68,0.09,0.29,0.81,0.74,0.68,0.69,0.65,0.64,0.91,0.6,0.82,0.8
stuproa-cims.csv,0.97,0.26,0.99,0.52,0.46,1.01,0.85,0.81,0.81,0.75,0.81,0.83,0.98,0.59,0.71,0.96,0.55,0.84,0.62,0.53
tart.csv,0.68,1.0,0.59,0.77,0.58,0.28,0.85,0.74,1.03,0.56,0.79,0.91,0.81,0.71,0.71,0.69,0.44,0.89,0.63,0.96
uface.csv,0.81,0.44,1.0,0.99,0.72,0.9,0.71,0.61,0.65,0.76,1.0,0.81,0.79,0.9,0.7,0.54,0.75,0.75,0.84,0.08
wxlua.csv,0.65,0.34,0.63,1.01,0.98,0.66,0.67,0.57,0.16,0.48,0.73,0.73,0.67,0.82,0.84,1.27,0.87,0.84,0.87,0.84
