,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.69,0.03,0.0,0.0,0.42,0.0,0.0,0.04,0.07,0.25,0.0,0.15,0.82,0.0,0.35,0.92,0.15,0.02,0.16,0.8
fbmanager.csv,0.68,0.0,0.0,0.0,0.49,0.0,0.03,0.08,0.17,0.26,0.04,0.2,0.24,0.0,0.51,0.17,0.18,0.05,0.17,0.74
fleet-simulator.csv,0.57,0.08,0.91,0.07,0.42,0.1,0.88,0.06,0.07,0.25,0.88,0.15,0.77,0.34,0.47,0.98,0.15,0.75,0.77,0.85
hannosset.csv,0.1,0.0,0.14,0.03,0.09,0.0,0.39,0.0,0.07,0.24,0.11,0.38,0.24,0.01,0.03,0.38,0.07,0.48,0.18,0.7
hydrate.csv,0.53,0.08,0.24,0.09,0.34,0.0,0.71,0.1,0.1,0.27,0.69,0.0,0.65,0.37,0.52,0.92,0.5,0.66,0.72,0.49
jgossipforum.csv,0.64,0.0,0.15,0.06,0.3,0.12,0.72,0.38,0.12,0.48,0.31,0.0,0.62,0.38,0.39,0.73,0.0,0.37,0.26,0.12
jruby.csv,0.28,0.0,0.39,0.11,0.39,0.06,0.85,0.04,0.04,0.26,0.71,0.32,0.22,0.29,0.28,0.92,0.16,0.75,0.78,0.68
madman.csv,0.49,0.06,0.13,0.05,0.41,0.13,0.4,0.18,0.16,0.62,0.14,0.14,0.58,0.35,0.28,0.53,0.21,0.39,0.43,0.5
mediaportal.csv,0.11,0.0,0.31,0.12,0.19,0.11,0.21,0.0,0.15,0.53,0.42,0.15,0.3,0.44,0.49,0.29,0.15,0.41,0.65,0.52
ninject.csv,0.52,0.1,0.7,0.08,0.4,0.04,0.57,0.02,0.07,0.19,0.61,0.18,0.57,0.29,0.29,0.39,0.62,0.39,0.62,0.56
officefloor.csv,0.25,0.0,0.09,0.11,0.35,0.13,0.54,0.11,0.06,0.32,0.49,0.12,0.39,0.4,0.53,0.71,0.29,0.53,0.44,0.39
ontopia.csv,0.72,0.03,0.92,0.07,0.25,0.11,0.87,0.07,0.13,0.29,0.75,0.13,0.66,0.35,0.34,0.78,0.07,0.33,0.6,0.44
poormans.csv,0.18,0.0,0.23,0.14,0.17,0.0,0.18,0.08,0.17,0.0,0.4,0.07,0.26,0.35,0.63,0.04,0.0,0.3,0.73,0.14
power-architect.csv,0.45,0.03,0.96,0.08,0.33,0.06,0.61,0.0,0.06,0.21,0.85,0.16,0.77,0.29,0.36,0.77,0.18,0.83,0.76,0.79
powerfolder.csv,0.61,0.0,0.22,0.1,0.28,0.12,0.54,0.05,0.48,0.5,0.33,0.13,0.53,0.32,0.36,0.53,0.07,0.79,0.31,0.41
stuproa-cims.csv,0.06,0.11,0.04,0.1,0.56,0.0,0.32,0.06,0.09,0.31,0.44,0.25,0.03,0.36,0.38,0.07,0.22,0.33,0.68,0.79
tart.csv,0.51,0.0,0.8,0.04,0.44,0.3,0.27,0.04,0.0,0.33,0.35,0.08,0.57,0.26,0.29,0.48,0.33,0.25,0.57,0.11
uface.csv,0.72,0.07,0.95,0.05,0.39,0.09,0.63,0.07,0.11,0.3,0.85,0.18,0.82,0.33,0.43,0.63,0.2,0.7,0.8,0.96
wxlua.csv,0.63,0.09,0.94,0.0,0.04,0.12,0.55,0.06,0.34,0.35,0.47,0.15,0.7,0.18,0.24,0.12,0.17,0.32,0.38,0.27
