,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.43,0.37,0.0,0.0,0.35,0.8,0.0,0.4,0.33,0.4,0.0,0.37,0.42,0.0,0.45,0.34,0.38,0.0,0.75,0.42
fbmanager.csv,0.43,0.8,0.0,0.0,0.77,0.0,0.0,0.42,0.89,0.53,0.5,0.62,0.89,0.0,0.51,0.8,0.4,0.67,0.67,0.43
fleet-simulator.csv,0.43,0.61,0.55,0.42,0.37,0.38,0.33,0.48,0.33,0.41,0.33,0.37,0.35,0.34,0.38,0.29,0.49,0.4,0.38,0.41
hannosset.csv,0.83,0.94,0.89,0.99,0.92,0.95,0.9,0.94,0.95,0.89,0.67,0.85,0.9,0.93,0.96,0.93,0.71,0.98,0.91,0.5
hydrate.csv,0.67,0.48,0.93,0.41,0.38,0.93,0.37,0.48,0.49,0.64,0.33,0.89,0.42,0.36,0.44,0.3,0.67,0.39,0.39,0.57
jgossipforum.csv,0.4,0.86,0.88,0.91,0.67,0.41,0.43,0.95,0.74,0.47,0.61,0.41,0.44,0.59,0.81,0.39,0.0,0.6,0.83,0.9
jruby.csv,0.94,0.46,0.96,0.55,0.4,0.86,0.36,0.56,0.36,0.73,0.35,0.92,0.86,0.59,0.87,0.33,0.39,0.54,0.38,0.44
madman.csv,0.53,0.5,0.83,0.66,0.72,0.42,0.72,0.94,0.59,0.5,0.75,0.55,0.58,0.65,0.96,0.57,0.62,0.85,0.64,0.68
mediaportal.csv,0.67,0.67,0.94,0.5,0.86,0.55,0.91,0.0,0.88,0.64,0.67,0.7,0.9,0.55,0.6,0.89,0.88,0.6,0.44,0.62
ninject.csv,0.79,0.6,0.4,0.53,0.47,0.51,0.45,0.74,0.38,0.92,0.48,0.94,0.53,0.59,0.96,0.74,0.73,0.6,0.36,0.6
officefloor.csv,0.83,0.67,0.75,0.51,0.97,0.9,0.5,0.65,0.33,0.64,0.52,0.58,0.65,0.52,0.46,0.37,0.5,0.54,0.67,0.73
ontopia.csv,0.37,0.39,0.52,0.51,0.82,0.38,0.44,0.68,0.96,0.4,0.36,0.37,0.47,0.54,0.67,0.46,0.87,0.78,0.48,0.82
poormans.csv,0.9,0.67,0.94,0.61,0.8,0.95,0.92,0.95,0.89,0.91,0.57,0.95,0.91,0.37,0.49,0.0,0.0,0.63,0.39,0.88
power-architect.csv,0.63,0.4,0.5,0.44,0.59,0.52,0.45,0.62,0.36,0.47,0.44,0.4,0.37,0.42,0.51,0.45,0.5,0.48,0.37,0.44
powerfolder.csv,0.41,0.92,0.91,0.81,0.44,0.39,0.53,0.72,0.94,0.4,0.85,0.34,0.45,0.74,0.68,0.52,0.6,0.57,0.83,0.72
stuproa-cims.csv,0.0,0.65,0.67,0.61,0.72,0.89,0.74,0.97,0.94,0.8,0.52,0.5,0.0,0.54,0.95,0.5,0.56,0.61,0.38,0.44
tart.csv,0.48,0.0,0.52,0.78,0.75,0.73,0.93,0.6,0.87,0.69,0.86,0.42,0.53,0.67,0.72,0.59,0.77,0.88,0.57,0.94
uface.csv,0.4,0.46,0.51,0.44,0.4,0.35,0.42,0.46,0.36,0.4,0.33,0.35,0.33,0.34,0.37,0.44,0.37,0.4,0.37,0.36
wxlua.csv,0.43,0.91,0.54,1.0,0.5,0.42,0.68,0.67,0.83,0.58,0.86,0.39,0.43,0.91,0.69,0.91,0.43,0.93,0.75,0.96
