,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,61.0,95.0,1376.0,6.0,93.0,89.0,154.0,79.0,25.0,67.0,19.0,0.0,636.0,41.0,6.0,33.0,0.0,1.0,0.0
fbmanager.csv,0.0,61.0,95.0,1376.0,2.0,93.0,0.0,54.0,14.0,6.0,0.0,3.0,0.0,636.0,10.0,0.0,25.0,0.0,0.0,0.0
fleet-simulator.csv,11.0,22.0,0.0,78.0,1.0,11.0,0.0,74.0,74.0,24.0,0.0,19.0,2.0,26.0,3.0,0.0,30.0,0.0,3.0,4.0
hannosset.csv,0.0,61.0,1.0,50.0,2.0,93.0,0.0,224.0,17.0,5.0,0.0,7.0,0.0,6.0,24.0,1.0,13.0,0.0,3.0,8.0
hydrate.csv,2.0,24.0,1.0,53.0,2.0,93.0,0.0,45.0,47.0,6.0,1.0,74.0,0.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0
jgossipforum.csv,0.0,61.0,0.0,99.0,6.0,12.0,0.0,3.0,22.0,4.0,1.0,74.0,0.0,1.0,5.0,0.0,59.0,0.0,0.0,0.0
jruby.csv,1.0,61.0,0.0,49.0,2.0,10.0,0.0,107.0,93.0,5.0,0.0,6.0,0.0,21.0,16.0,0.0,31.0,0.0,2.0,1.0
madman.csv,0.0,31.0,0.0,228.0,1.0,8.0,0.0,15.0,25.0,1.0,0.0,2.0,0.0,1.0,11.0,1.0,12.0,0.0,0.0,2.0
mediaportal.csv,1.0,61.0,0.0,17.0,0.0,17.0,0.0,224.0,5.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0
ninject.csv,0.0,19.0,0.0,98.0,7.0,49.0,0.0,72.0,58.0,5.0,0.0,4.0,0.0,25.0,8.0,7.0,0.0,0.0,4.0,0.0
officefloor.csv,1.0,61.0,0.0,4.0,0.0,3.0,0.0,36.0,66.0,3.0,0.0,6.0,2.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0
ontopia.csv,0.0,58.0,0.0,93.0,2.0,4.0,0.0,80.0,15.0,18.0,0.0,7.0,3.0,9.0,25.0,2.0,20.0,0.0,3.0,4.0
poormans.csv,4.0,61.0,1.0,23.0,0.0,93.0,0.0,13.0,13.0,56.0,1.0,17.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
power-architect.csv,1.0,56.0,0.0,84.0,2.0,10.0,0.0,224.0,68.0,24.0,0.0,19.0,0.0,23.0,20.0,2.0,24.0,0.0,3.0,0.0
powerfolder.csv,0.0,61.0,0.0,53.0,0.0,8.0,1.0,70.0,3.0,5.0,0.0,3.0,0.0,2.0,10.0,1.0,24.0,0.0,0.0,0.0
stuproa-cims.csv,0.0,16.0,0.0,33.0,1.0,93.0,0.0,27.0,7.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,0.0,1.0,5.0
tart.csv,3.0,61.0,1.0,261.0,3.0,0.0,0.0,78.0,125.0,9.0,0.0,6.0,2.0,20.0,30.0,0.0,3.0,0.0,3.0,0.0
uface.csv,0.0,27.0,0.0,316.0,5.0,7.0,0.0,83.0,53.0,15.0,0.0,11.0,1.0,3.0,5.0,0.0,19.0,0.0,2.0,0.0
wxlua.csv,1.0,21.0,0.0,1376.0,1.0,7.0,0.0,68.0,7.0,14.0,0.0,6.0,0.0,23.0,38.0,2.0,32.0,0.0,5.0,3.0
