,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.42,0.42,0.42,0.58,0.45
kmess.csv,0.53,0.52,0.76,0.53,0.49
minig.csv,0.75,0.41,0.56,0.5,0.43
rezilla.csv,0.67,0.37,0.34,0.39,0.4
webdriver.csv,0.89,0.55,0.62,0.84,0.58
