,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.46,0.46,0.33,0.24,0.03,0.38
encog-java.csv,0.0,0.09,0.65,0.06,0.02,0.08
h2database.csv,0.09,0.0,0.27,0.24,0.15,0.46
jaql.csv,0.3,0.5,0.25,0.0,0.66,0.15
raven-monitoring.csv,0.66,0.57,0.02,0.55,0.79,0.69
v8.csv,0.73,0.8,0.94,0.91,0.98,0.0
