,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.6,0.66,0.71,0.53,0.08,0.69
encog-java.csv,0.07,0.85,0.75,0.96,0.99,0.89
h2database.csv,0.82,0.06,0.79,0.67,0.74,0.64
jaql.csv,0.49,0.63,0.68,0.02,0.72,0.59
raven-monitoring.csv,0.7,0.79,0.03,0.76,0.83,0.81
v8.csv,0.79,0.8,0.94,0.91,0.98,0.0
