,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.59,0.53,0.41,0.56,0.94,0.46
encog-java.csv,0.94,0.18,0.54,0.05,0.01,0.15
h2database.csv,0.21,0.95,0.3,0.41,0.31,0.56
jaql.csv,0.63,0.59,0.41,0.98,0.58,0.48
raven-monitoring.csv,0.61,0.45,0.97,0.47,0.5,0.49
v8.csv,0.53,0.53,0.24,0.33,0.09,1.0
