,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.15,0.14,0.43,0.58,0.95,0.95
encog-java.csv,0.98,0.2,0.39,0.31,0.33,0.96
h2database.csv,0.21,1.0,0.39,0.5,0.57,0.95
jaql.csv,0.21,0.15,0.5,1.0,0.44,0.98
raven-monitoring.csv,0.13,0.1,0.97,0.36,0.41,0.93
v8.csv,0.11,0.14,0.4,0.4,0.41,1.0
