,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.61,0.53,0.37,0.52,0.93,0.43
encog-java.csv,0.93,0.15,0.63,0.04,0.01,0.12
h2database.csv,0.18,0.94,0.26,0.37,0.27,0.56
jaql.csv,0.61,0.62,0.37,0.98,0.7,0.43
raven-monitoring.csv,0.77,0.45,0.97,0.48,0.75,0.58
v8.csv,0.7,0.92,0.94,0.97,0.95,1.0
