,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.24,0.23,0.4,0.55,0.94,0.59
encog-java.csv,0.95,0.17,0.48,0.07,0.02,0.21
h2database.csv,0.2,0.97,0.31,0.43,0.37,0.71
jaql.csv,0.32,0.25,0.43,0.99,0.54,0.6
raven-monitoring.csv,0.23,0.17,0.97,0.41,0.53,0.71
v8.csv,0.2,0.25,0.56,0.57,0.58,1.0
