,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.48,0.5,0.6,0.56,0.66,0.62
encog-java.csv,0.98,0.97,0.54,0.92,0.67,0.96
h2database.csv,0.97,0.98,0.87,0.71,0.81,0.57
jaql.csv,0.53,0.47,0.54,0.57,0.55,0.5
raven-monitoring.csv,0.5,0.54,0.66,0.55,0.66,0.66
v8.csv,0.49,0.37,0.37,0.36,0.56,0.44
