,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,191.0,838.0,749.0,266.5,472.0,663.5,287.5,95.5,748.0,634.5,99.0,607.5,395.0,99.0,488.0,197.0,1170.5
checker-framework.csv,197.5,653.0,1983.0,99.0,197.5,502.0,192.0,294.0,85.5,277.5,198.0,350.0,395.0,99.0,193.5,197.0,1771.5
cme.csv,0.0,0.0,59.5,130.0,0.0,248.5,0.0,0.0,223.0,0.0,79.5,298.0,13.5,92.5,0.0,0.0,68.5
ctrlr.csv,288.5,180.0,0.0,99.0,383.0,706.5,190.0,368.5,494.0,167.0,99.0,98.5,652.5,99.0,270.5,98.5,349.0
fontforge.csv,98.5,836.5,1885.5,99.0,197.5,663.5,790.5,292.0,197.0,269.5,198.0,483.5,395.0,99.0,487.0,295.5,1505.0
gusanos.csv,98.5,187.0,1690.0,99.0,98.5,280.5,253.5,95.5,642.5,37.5,198.0,520.0,293.5,99.0,94.5,295.5,824.0
jvcl.csv,197.5,242.5,877.0,94.5,98.5,280.5,75.5,294.0,82.5,68.5,99.0,462.0,193.0,43.5,94.5,286.5,1033.0
kwave.csv,197.5,557.5,1505.5,99.0,197.5,663.5,173.0,294.0,197.0,870.0,198.0,94.5,296.0,1190.0,487.0,295.5,1712.5
liferea.csv,197.5,453.0,204.0,794.0,280.5,215.5,581.5,374.5,494.0,434.0,197.5,347.0,94.5,774.5,88.5,291.5,675.5
lockss.csv,98.5,342.0,170.0,1227.0,98.5,277.5,353.5,194.5,85.5,627.5,198.0,264.5,290.5,398.5,94.5,295.5,823.0
magicwars.csv,196.5,935.5,1324.5,99.0,197.5,663.5,287.5,294.0,197.0,904.0,195.0,1355.0,196.5,99.0,585.5,295.5,1222.5
psrchive.csv,197.5,424.5,166.0,99.0,98.5,571.0,94.5,292.0,98.5,271.5,96.5,786.5,193.0,101.0,94.5,197.0,793.0
pydev.csv,197.5,420.5,629.5,99.0,98.5,160.0,260.5,294.0,85.5,175.0,198.0,197.5,296.0,382.0,94.5,286.5,1486.5
sarasvati.csv,197.5,188.5,1889.5,99.0,197.5,318.0,173.0,281.5,139.0,262.5,99.0,172.0,197.0,436.5,94.5,288.5,818.5
stuproa-cims.csv,197.5,106.0,1606.0,436.5,98.5,0.0,94.5,261.5,85.5,904.0,197.5,435.5,192.0,92.5,388.0,385.0,972.0
thout.csv,286.5,935.5,1254.0,99.0,197.5,663.5,703.0,292.0,1586.0,904.0,198.0,296.5,395.0,99.0,584.5,98.5,1150.0
zact.csv,190.0,279.0,753.5,97.5,197.5,408.5,177.0,321.5,1731.0,415.0,192.0,197.5,197.5,99.0,284.0,82.5,0.0
