,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.82,0.73,0.61,0.6,0.65
aime.csv,0.52,0.42,0.06,0.0,0.6
badtrinitycore.csv,0.0,0.0,0.46,0.8,0.47
electric-core.csv,0.68,0.54,0.67,0.58,0.58
olsrd.csv,0.78,0.75,0.64,0.67,0.45
