,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.42,0.48,0.47,0.53,0.49,0.36,0.34
ivatamasks.csv,0.43,0.45,0.39,0.36,0.4,0.33,0.34
ivataopenportal.csv,0.42,0.47,0.4,0.45,0.53,0.34,0.34
kolmafia.csv,0.42,0.44,0.45,0.43,0.42,0.39,0.32
mb-unit.csv,0.8,0.61,0.46,0.42,0.41,0.35,0.54
nova.csv,0.6,0.64,0.51,0.55,0.64,0.4,0.42
olex2.csv,0.52,0.63,0.51,0.42,0.44,0.51,0.44
