,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.41,0.8,0.07,1.0,0.51,0.46,0.77,0.43,0.11,0.9,0.61,0.16,0.11
avifile.csv,0.08,1.0,0.08,0.0,0.12,0.27,0.07,0.41,0.47,0.53,0.39,0.24,0.93
baadengine.csv,0.78,0.8,0.22,1.0,0.49,0.31,1.0,0.92,0.84,0.8,1.0,0.96,1.0
gdis.csv,0.28,0.2,0.82,0.0,0.76,0.5,1.0,0.75,0.73,1.0,0.48,0.56,0.82
gogoego.csv,0.22,0.0,0.18,1.0,0.71,0.27,0.77,0.49,0.4,0.77,0.61,0.28,0.68
impala.csv,0.05,0.8,0.26,1.0,0.71,0.85,0.4,0.6,0.55,0.13,0.17,0.56,0.3
jgameai.csv,0.48,0.6,0.05,0.0,0.1,0.54,0.0,0.12,0.1,0.13,0.22,0.08,0.35
jhotdraw.csv,0.77,0.8,0.93,1.0,0.9,0.92,0.0,0.9,0.6,0.63,0.57,0.48,0.75
patterntesting.csv,0.98,0.8,0.92,1.0,0.98,1.0,0.93,0.95,0.94,0.67,0.96,0.72,0.84
pokeglobal.csv,0.93,1.0,0.9,1.0,0.71,0.42,1.0,0.53,0.94,0.83,0.7,0.8,0.26
werx.csv,0.98,1.0,0.97,1.0,0.98,1.0,1.0,0.87,1.0,0.97,0.91,0.96,0.98
zealos.csv,0.15,0.2,0.11,0.0,0.02,0.19,0.77,0.17,0.03,0.27,0.43,0.0,0.42
