,f1,g,recall,precision,pf,wins
archive-crawler.csv,0.41,0.49,0.46,0.45,0.29,11
avifile.csv,0.27,0.3,0.27,0.32,0.27,2
baadengine.csv,0.42,0.35,0.84,0.3,0.8,5
gdis.csv,0.43,0.52,0.73,0.39,0.61,10
gogoego.csv,0.35,0.52,0.49,0.37,0.34,9
impala.csv,0.33,0.48,0.55,0.25,0.44,6
jgameai.csv,0.17,0.15,0.12,0.4,0.13,0
jhotdraw.csv,0.46,0.42,0.77,0.32,0.79,7
patterntesting.csv,0.46,0.2,0.94,0.3,0.95,3
pokeglobal.csv,0.4,0.51,0.83,0.31,0.74,8
werx.csv,0.45,0.05,0.98,0.29,0.99,1
zealos.csv,0.23,0.2,0.17,0.5,0.06,4
