,recall,precision,pf,wins
adonthell.csv,0.53,0.5,0.42,11
avisynth2.csv,0.04,0.07,0.04,7
bigdata.csv,0.31,0.4,0.25,10
dsworkbench.csv,0.07,0.23,0.08,8
foursquared.csv,0.06,0.25,0.06,9
geotools.csv,0.59,0.47,0.42,12
gephex.csv,0.78,0.41,0.66,4
jgossipforum.csv,0.21,0.42,0.16,14
madman.csv,0.28,0.45,0.24,13
pokenetonline.csv,0.81,0.41,0.72,0
qmmp.csv,0.69,0.4,0.61,5
rcp-company-uibindings.csv,0.57,0.5,0.35,15
simplewebservices.csv,0.81,0.49,0.74,3
t-2.csv,0.56,0.35,0.55,1
wsmt.csv,0.03,0.22,0.16,6
yarp0.csv,0.62,0.44,0.62,2
