,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.37,0.55,0.53,0.43,0.0,0.64,0.59,0.49,0.7,0.58,0.7,0.69,0.64,0.77,0.64
autowikibrowser.csv,0.65,0.74,0.46,0.45,0.66,0.65,0.68,0.52,0.65,0.65,0.58,0.67,0.69,0.83,0.67
blue-c.csv,0.44,0.51,0.48,0.41,0.0,0.5,0.69,0.79,0.3,0.09,0.45,0.61,0.61,0.7,0.36
dynalloy.csv,0.36,0.56,0.83,0.32,0.0,0.54,0.67,0.42,0.4,0.42,0.27,0.63,0.53,0.53,0.56
hydrogen.csv,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.54
jcae.csv,0.1,0.74,0.2,0.96,0.07,0.56,0.37,0.64,0.55,0.5,0.54,0.41,0.68,0.79,0.4
lphant.csv,0.73,0.63,0.45,0.36,0.55,0.63,0.63,0.66,0.73,0.61,0.44,0.77,0.75,0.8,0.64
nosleepsoftware.csv,0.55,0.38,0.02,0.0,0.71,0.04,0.07,0.04,0.0,0.02,0.0,0.06,0.19,0.27,0.33
qgo.csv,0.61,0.84,0.46,0.47,0.58,0.69,0.63,0.67,0.73,0.67,0.62,0.32,0.55,0.7,0.69
quickfast.csv,0.61,0.58,0.48,0.53,0.78,0.54,0.28,0.49,0.71,0.45,0.52,0.49,0.47,0.56,0.7
rhex.csv,0.81,0.64,0.35,0.46,0.62,0.48,0.33,0.27,0.6,0.54,0.24,0.06,0.29,0.66,0.49
rocrail.csv,0.47,0.54,0.48,0.63,0.49,0.61,0.6,0.57,0.71,0.61,0.34,0.67,0.44,0.85,0.27
virtuoso.csv,0.38,0.49,0.05,0.13,0.0,0.32,0.17,0.0,0.34,0.48,0.23,0.24,0.37,0.17,0.33
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0
yield.csv,0.5,0.72,0.71,0.13,0.33,0.4,0.76,0.81,0.51,0.24,0.45,0.57,0.69,0.67,0.61
