,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.33,0.5,0.5,1.0,0.0,0.63,0.54,0.43,0.69,0.9,0.9,0.77,0.66,0.77,0.72
autowikibrowser.csv,0.67,0.8,0.5,0.89,0.69,0.76,0.65,0.47,0.62,0.74,0.6,0.64,0.68,0.95,0.83
blue-c.csv,0.42,0.73,0.98,0.89,0.0,0.88,0.84,0.77,1.0,0.98,1.0,0.77,0.66,0.73,0.74
dynalloy.csv,0.33,0.67,0.85,0.44,0.0,0.72,0.67,0.37,0.94,0.57,1.0,0.77,0.52,0.5,0.7
hydrogen.csv,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.0,1.0,1.0,1.0,0.6
jcae.csv,0.08,0.9,0.17,1.0,0.06,0.58,0.32,0.6,0.5,0.45,0.5,0.36,0.73,0.86,0.36
lphant.csv,0.83,0.67,0.88,1.0,0.69,0.7,0.83,0.67,0.75,0.74,0.4,0.77,0.82,0.95,0.72
nosleepsoftware.csv,0.5,0.33,0.02,0.0,0.69,0.03,0.06,0.03,0.0,0.02,0.0,0.05,0.16,0.23,0.28
qgo.csv,0.92,0.83,0.48,1.0,0.69,0.73,0.62,0.7,0.75,0.79,0.8,0.91,0.98,1.0,0.94
quickfast.csv,0.92,0.63,0.48,0.89,0.88,0.52,0.24,0.57,0.75,0.4,0.5,0.86,0.84,0.55,0.7
rhex.csv,0.83,0.7,0.31,0.44,0.62,0.45,0.29,0.23,0.56,0.55,0.2,0.05,0.25,0.64,0.45
rocrail.csv,0.42,0.5,0.46,0.67,0.44,0.64,0.56,0.53,0.69,0.62,0.3,0.64,0.39,0.86,0.23
virtuoso.csv,0.83,0.93,1.0,1.0,1.0,0.9,0.92,1.0,0.88,0.43,0.2,0.91,0.89,1.0,0.28
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
yield.csv,0.58,0.8,0.88,1.0,0.31,0.96,0.75,0.83,0.88,0.98,1.0,0.86,0.77,0.95,0.81
