,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.21,0.83,0.46,0.12,0.0,0.51,0.83,1.0,0.31,0.26,0.25,0.5,0.57,0.46,0.65
autowikibrowser.csv,0.2,0.62,0.31,0.11,0.35,0.42,0.76,0.82,0.31,0.28,0.23,0.7,0.67,0.38,0.66
blue-c.csv,0.12,0.45,0.4,0.1,0.0,0.38,0.56,0.88,0.15,0.23,0.21,0.44,0.51,0.33,0.56
dynalloy.csv,0.09,0.47,0.67,0.06,0.0,0.35,0.64,1.0,0.15,0.18,0.2,0.45,0.5,0.32,0.6
hydrogen.csv,0.15,0.46,0.36,0.1,0.25,0.36,0.48,0.55,0.41,0.23,0.0,0.4,0.45,0.22,0.58
jcae.csv,0.25,0.57,0.38,0.38,0.08,0.4,0.91,0.82,0.53,0.63,0.33,1.0,0.56,0.37,0.71
lphant.csv,0.2,0.54,0.37,0.11,0.25,0.41,0.53,0.69,0.27,0.26,0.24,0.68,0.6,0.34,0.65
nosleepsoftware.csv,0.4,0.71,0.2,0.0,0.58,0.36,0.36,0.5,0.0,1.0,0.0,1.0,0.44,0.23,0.93
qgo.csv,0.15,0.83,0.31,0.12,0.27,0.48,0.63,0.66,0.26,0.29,0.22,0.4,0.5,0.29,0.68
quickfast.csv,0.15,0.49,0.35,0.11,0.39,0.44,0.56,0.5,0.22,0.4,0.25,0.41,0.45,0.27,0.79
rhex.csv,0.33,0.54,0.39,0.1,0.36,0.4,0.58,0.7,0.36,0.26,0.18,1.0,0.48,0.41,0.7
rocrail.csv,0.29,0.65,0.39,0.14,0.47,0.42,0.8,0.8,0.37,0.31,0.23,0.67,0.68,0.56,0.79
virtuoso.csv,0.12,0.49,0.37,0.1,0.25,0.36,0.47,0.55,0.13,0.51,0.15,0.39,0.45,0.22,0.93
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0
yield.csv,0.11,0.59,0.46,0.1,0.16,0.38,0.78,0.78,0.15,0.24,0.21,0.43,0.56,0.28,0.63
