,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,91.0,5.0,0.0,69.0,0.0,2.0,32.0,54.0,132.0,0.0,0.0,4.0,0.0,16.0,0.0,97.0,118.0
codepurge.csv,3.0,5.0,0.0,0.0,0.0,1.0,24.0,6.0,12.0,0.0,1.0,14.0,1.0,7.0,5.0,2.0,4.0
fontforge.csv,1.0,0.0,1.0,0.0,2.0,2.0,52.0,0.0,7.0,0.0,1.0,5.0,2.0,24.0,7.0,8.0,4.0
gmerlin.csv,91.0,0.0,1.0,0.0,471.0,1.0,52.0,54.0,4.0,78.0,1.0,23.0,1.0,24.0,115.0,5.0,3.0
hatari.csv,0.0,0.0,0.0,0.0,2.0,4.0,39.0,11.0,25.0,0.0,0.0,8.0,1.0,35.0,7.0,3.0,3.0
jaolt.csv,0.0,0.0,0.0,1.0,0.0,3.0,28.0,7.0,8.0,4.0,2.0,8.0,1.0,7.0,13.0,0.0,0.0
jcl.csv,1.0,14.0,1.0,0.0,1.0,1.0,39.0,6.0,16.0,0.0,0.0,4.0,2.0,20.0,2.0,0.0,13.0
ltp.csv,0.0,1.0,0.0,0.0,1.0,8.0,52.0,1.0,6.0,0.0,1.0,8.0,1.0,21.0,7.0,4.0,3.0
mia.csv,0.0,1.0,2.0,0.0,0.0,0.0,30.0,6.0,16.0,0.0,0.0,14.0,0.0,4.0,2.0,0.0,2.0
net-snmp.csv,5.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,1.0,16.0,1.0,24.0,13.0,4.0,5.0
opde.csv,1.0,8.0,1.0,0.0,1.0,2.0,14.0,4.0,12.0,78.0,0.0,8.0,1.0,14.0,7.0,1.0,4.0
oppna-program-hsatools.csv,0.0,0.0,1.0,0.0,0.0,0.0,42.0,12.0,20.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,7.0
powerfolder-.csv,1.0,2.0,0.0,6.0,0.0,6.0,11.0,0.0,0.0,0.0,2.0,23.0,0.0,2.0,10.0,0.0,7.0
qlc.csv,91.0,0.0,64.0,0.0,3.0,1.0,15.0,54.0,1.0,1.0,0.0,8.0,0.0,8.0,3.0,97.0,3.0
quantlib.csv,1.0,1.0,0.0,69.0,2.0,13.0,52.0,1.0,132.0,0.0,1.0,7.0,1.0,168.0,7.0,8.0,7.0
tcl.csv,0.0,1.0,0.0,0.0,0.0,13.0,52.0,54.0,18.0,0.0,2.0,8.0,1.0,16.0,115.0,9.0,4.0
