,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.55,0.48,0.0,0.97,0.64,1.0,0.0,0.0,0.74,0.31,0.06,0.63,0.58,0.14,0.0,0.0
codepurge.csv,0.93,0.84,0.83,0.64,0.99,0.61,1.0,0.83,0.22,0.77,0.37,0.78,0.63,0.71,0.57,0.59,0.17
fontforge.csv,0.98,0.9,0.93,1.0,1.0,0.76,1.0,0.75,0.94,1.0,0.67,0.94,0.84,1.0,1.0,0.91,0.96
gmerlin.csv,0.0,0.9,0.83,1.0,0.0,0.83,1.0,0.0,0.89,0.0,0.93,0.83,1.0,1.0,0.0,0.62,0.54
hatari.csv,0.66,0.68,0.76,0.8,0.89,0.59,1.0,0.88,0.94,0.9,0.61,1.0,0.48,0.17,0.86,0.38,0.21
jaolt.csv,0.83,0.74,0.55,0.72,0.44,0.52,1.0,0.71,0.83,0.38,0.81,1.0,0.62,0.46,0.5,0.53,0.42
jcl.csv,0.93,0.55,0.76,0.6,0.87,0.62,1.0,0.58,0.33,0.77,0.6,0.17,0.51,0.58,0.71,0.66,0.46
ltp.csv,0.29,0.71,0.86,0.84,0.77,0.71,0.0,0.71,0.67,0.59,0.66,0.61,0.55,0.79,0.79,0.31,0.71
mia.csv,0.61,0.29,0.52,0.64,0.37,0.27,1.0,0.83,0.39,0.92,0.4,0.5,0.23,0.12,0.21,0.53,0.42
net-snmp.csv,0.66,0.77,0.69,0.64,0.94,0.82,1.0,1.0,1.0,0.41,0.8,0.61,0.38,0.29,0.36,0.56,0.25
opde.csv,1.0,0.48,1.0,0.48,0.99,0.61,1.0,0.83,0.67,0.0,0.57,0.94,0.66,0.58,0.79,0.47,0.42
oppna-program-hsatools.csv,0.88,0.68,0.79,1.0,0.92,0.52,1.0,0.92,0.89,0.95,0.84,1.0,0.68,0.21,0.86,0.66,0.46
powerfolder-.csv,0.61,0.74,0.38,0.52,0.3,0.26,1.0,0.38,0.72,0.51,0.5,0.67,0.4,0.04,0.64,0.53,0.29
qlc.csv,0.0,0.9,0.0,0.56,0.19,0.53,1.0,0.0,0.83,0.1,0.25,0.78,0.33,0.21,0.5,0.0,0.33
quantlib.csv,1.0,0.13,0.07,0.0,1.0,0.14,0.0,1.0,0.0,1.0,0.09,0.06,0.05,0.0,1.0,0.91,0.67
tcl.csv,0.49,0.61,0.59,0.76,0.68,0.55,0.0,0.0,0.44,0.72,0.63,0.5,0.82,0.25,0.0,0.12,0.75
