,f1,g,recall,precision,pf,wins
chipster.csv,0.17,0.3,0.31,0.22,0.07,2
codepurge.csv,0.53,0.58,0.71,0.38,0.47,15
fontforge.csv,0.53,0.09,0.94,0.36,0.98,3
gmerlin.csv,0.25,0.05,0.83,0.14,0.72,1
hatari.csv,0.54,0.47,0.76,0.43,0.57,13
jaolt.csv,0.47,0.54,0.62,0.39,0.41,12
jcl.csv,0.53,0.58,0.6,0.45,0.56,11
ltp.csv,0.43,0.56,0.71,0.42,0.66,7
mia.csv,0.43,0.45,0.42,0.48,0.32,8
net-snmp.csv,0.48,0.42,0.66,0.42,0.52,8
opde.csv,0.39,0.5,0.66,0.34,0.52,6
oppna-program-hsatools.csv,0.53,0.55,0.86,0.42,0.69,14
powerfolder-.csv,0.4,0.5,0.51,0.47,0.36,10
qlc.csv,0.3,0.37,0.33,0.27,0.18,5
quantlib.csv,0.18,0.0,0.13,0.31,0.28,0
tcl.csv,0.35,0.45,0.55,0.24,0.65,4
