,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.34,0.47,0.0,0.7,0.57,0.03,0.0,0.0,0.55,0.97,0.07,0.77,0.22,0.22,0.0,0.0
codepurge.csv,0.47,0.38,0.44,0.36,0.7,0.54,0.04,0.49,0.08,0.53,0.95,0.1,0.78,0.32,0.16,0.38,0.16
fontforge.csv,0.44,0.31,0.43,0.36,0.69,0.48,0.02,0.64,0.13,0.49,0.89,0.09,0.73,0.14,0.12,0.33,0.2
gmerlin.csv,0.0,0.29,0.49,0.36,0.0,0.44,0.02,0.0,0.14,0.0,0.83,0.1,0.72,0.14,0.0,0.48,0.23
hatari.csv,0.48,0.45,0.63,0.35,0.71,0.51,0.02,0.43,0.14,0.5,0.94,0.1,0.71,0.09,0.12,0.43,0.14
jaolt.csv,0.55,0.37,0.7,0.35,0.78,0.45,0.03,0.5,0.18,0.6,0.91,0.1,0.8,0.3,0.17,0.39,0.26
jcl.csv,0.51,0.47,0.49,0.38,0.78,0.53,0.02,0.48,0.08,0.45,0.9,0.14,0.77,0.14,0.24,0.45,0.14
ltp.csv,0.48,0.31,0.45,0.41,0.8,0.42,0.0,0.49,0.13,0.52,0.91,0.12,0.69,0.15,0.12,0.43,0.21
mia.csv,0.53,0.82,0.52,0.32,0.73,0.56,0.03,0.53,0.09,0.48,0.98,0.2,0.85,0.33,0.1,0.45,0.24
net-snmp.csv,0.56,0.35,0.53,0.46,0.7,0.42,0.05,0.46,0.15,0.42,0.81,0.14,0.8,0.1,0.12,0.35,0.1
opde.csv,0.45,0.33,0.45,0.57,0.71,0.44,0.07,0.5,0.17,0.0,0.92,0.09,0.7,0.19,0.11,0.34,0.23
oppna-program-hsatools.csv,0.49,0.42,0.5,0.36,0.74,0.55,0.02,0.43,0.14,0.49,0.97,0.09,0.75,0.23,0.15,0.36,0.15
powerfolder-.csv,0.48,0.56,0.65,0.31,0.61,0.49,0.08,0.47,0.21,0.48,0.9,0.08,0.83,0.33,0.12,0.37,0.17
qlc.csv,0.0,0.36,0.0,0.39,0.7,0.56,0.06,0.0,0.29,0.67,0.96,0.08,0.86,0.23,0.26,0.0,0.27
quantlib.csv,0.45,0.31,1.0,0.0,0.69,0.25,0.0,0.44,0.0,0.49,0.59,0.12,0.57,0.0,0.12,0.31,0.33
tcl.csv,0.38,0.24,0.39,0.32,0.71,0.4,0.0,0.0,0.15,0.65,0.81,0.06,0.71,0.1,0.0,0.21,0.2
