,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.36,0.08,0.17,0.6,0.25,0.0,0.0,0.01,0.48,0.05,0.17,0.33,0.05,0.05,0.13
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.0,0.0,0.17,0.05,0.23,0.37,0.03,0.85,0.01,0.07,0.54,0.14,0.11,0.11,0.23
ivef-sdk.csv,0.82,0.25,0.5,0.75,0.68,0.0,0.6,0.0,0.74,0.42,0.37,0.48,0.8,0.0,0.46
jmri.csv,0.44,0.5,0.01,0.4,0.6,0.5,0.66,0.1,0.38,0.28,0.41,0.67,0.35,0.63,0.62
jython.csv,0.38,0.42,0.52,0.6,0.68,0.1,0.51,0.0,0.6,0.42,0.6,0.81,0.76,0.42,0.54
kdenlive.csv,0.0,0.5,0.46,0.75,0.38,0.93,0.34,0.18,0.46,0.49,0.63,0.62,0.22,0.58,0.58
ninject.csv,0.0,0.0,0.17,0.15,0.09,0.0,0.06,0.05,0.01,0.07,0.02,0.19,0.0,0.26,0.1
ondex.csv,0.15,0.25,0.33,0.05,0.15,0.2,0.29,0.11,0.16,0.28,0.0,0.43,0.13,0.42,0.37
opentibia.csv,0.79,0.08,0.36,1.0,0.49,0.23,0.43,0.99,0.82,0.33,0.9,0.24,0.2,0.68,0.5
projectfactory.csv,0.08,0.17,0.17,0.1,0.17,0.13,0.14,0.2,0.05,0.0,0.13,0.29,0.07,0.21,0.38
taverna.csv,0.05,0.08,0.22,0.35,0.0,0.13,0.11,0.05,0.06,0.12,0.1,0.14,0.11,0.0,0.31
tigermud.csv,0.64,0.75,0.79,0.8,0.79,0.07,0.74,0.78,0.87,0.42,0.75,0.1,0.75,0.58,0.71
unbvision.csv,0.1,0.25,0.29,0.4,0.11,0.63,0.11,0.15,0.0,0.28,0.4,0.33,0.16,0.26,0.42
x-ray-mule.csv,0.31,0.17,0.26,0.0,0.34,0.0,0.29,0.03,0.61,0.63,0.22,0.19,0.55,0.16,0.0
