,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.71,0.96,0.99,0.57,0.78,0.96,0.7,0.8,0.6,0.67,0.97,0.91,0.67,0.8,0.86
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.75,0.88,0.7,0.0,0.55,0.91,0.5,0.26,0.75,0.86,0.42,0.73,0.88,0.38,0.62
ivef-sdk.csv,0.47,0.49,0.74,0.47,0.55,0.61,0.63,0.0,0.48,0.74,0.73,0.94,0.51,0.0,0.64
jmri.csv,0.8,0.63,0.58,0.82,0.54,0.68,0.62,0.97,0.71,0.69,0.55,0.57,0.8,0.59,0.44
jython.csv,0.71,0.72,0.66,0.56,0.52,0.66,0.7,0.95,0.62,0.6,0.45,0.59,0.51,0.64,0.44
kdenlive.csv,0.44,0.42,0.42,0.38,0.54,0.42,0.72,0.89,0.57,0.45,0.36,0.44,0.6,0.36,0.37
ninject.csv,0.67,0.0,0.84,0.67,0.83,0.0,0.75,0.94,0.5,0.89,0.91,0.6,0.75,0.53,0.8
ondex.csv,0.95,0.95,0.76,0.0,0.9,0.9,0.92,0.97,0.79,0.85,0.97,0.94,0.86,0.52,0.53
opentibia.csv,0.41,0.43,0.48,0.46,0.42,0.79,0.5,0.27,0.45,0.5,0.33,0.4,0.64,0.4,0.39
projectfactory.csv,0.95,0.92,0.99,0.88,0.92,0.86,0.83,0.92,0.88,0.62,0.97,0.54,0.8,0.53,0.42
taverna.csv,0.93,0.67,0.92,0.58,0.74,0.83,0.8,0.92,0.88,0.88,0.95,0.91,0.86,0.75,0.78
tigermud.csv,0.44,0.51,0.39,0.44,0.37,0.71,0.42,0.32,0.53,0.64,0.35,0.56,0.44,0.46,0.45
unbvision.csv,0.72,0.71,0.53,0.8,0.9,0.61,0.86,0.97,0.75,0.54,0.48,0.6,0.82,0.46,0.57
x-ray-mule.csv,0.85,0.95,0.99,0.69,0.83,0.5,0.73,0.83,0.68,0.58,0.98,0.89,0.66,0.88,0.5
