,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.74,0.81,0.62,0.68,0.63,0.0,0.82,0.8,0.98,0.92,0.95,1.0,0.88,1.01
cme.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.0
hydrate.csv,0.94,0.9,0.73,1.0,0.67,1.07,0.97,0.93,0.9,0.9,0.69,0.78,0.61,0.11,0.83
ivef-sdk.csv,0.85,0.47,0.73,0.75,0.73,0.0,0.72,1.0,0.78,0.72,0.69,0.96,1.13,0.97,0.5
jmri.csv,0.73,0.69,0.03,0.98,0.73,0.76,0.78,0.38,0.57,0.7,0.64,0.78,0.87,0.83,0.65
jython.csv,0.74,0.65,0.73,0.63,0.76,0.16,0.67,0.05,0.69,0.6,0.65,0.89,0.86,0.71,0.57
kdenlive.csv,0.0,0.62,0.66,1.03,0.86,1.26,0.89,0.2,0.59,0.67,0.78,0.74,0.46,0.6,0.58
ninject.csv,0.96,0.99,0.81,1.01,0.97,1.0,0.94,0.55,0.97,0.85,0.79,0.85,0.2,0.69,1.0
ondex.csv,0.82,0.83,0.76,1.0,0.94,0.96,0.98,0.29,0.69,0.7,0.03,0.88,1.01,0.69,1.06
opentibia.csv,0.8,0.08,0.67,1.0,0.8,0.85,0.47,0.99,0.83,0.72,0.9,0.62,0.45,0.69,0.5
projectfactory.csv,0.78,0.9,0.87,0.81,0.87,0.96,0.98,0.75,0.87,0.05,0.68,0.85,0.8,0.58,0.43
taverna.csv,0.82,0.8,0.84,0.9,0.0,0.98,0.98,0.82,0.9,0.93,0.91,0.78,0.81,0.88,0.67
tigermud.csv,0.69,0.8,0.84,0.8,0.81,0.16,0.75,0.86,0.92,0.85,0.79,0.1,0.77,0.64,0.82
unbvision.csv,0.61,0.79,0.68,1.02,0.86,1.13,0.92,0.52,0.07,0.7,0.52,0.84,0.62,0.5,0.9
x-ray-mule.csv,0.86,0.8,0.89,0.03,0.68,0.97,0.59,0.91,0.9,0.75,0.76,0.88,0.81,0.86,0.6
