,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,59.0,0.0,56.0
cme.csv,109.0,94.0,456.0,49.0,0.0,96.0,67.0,169.0,114.0,81.0,195.0,0.0,59.0,51.0,0.0
hydrate.csv,0.0,0.0,2.0,49.0,0.0,96.0,1.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
ivef-sdk.csv,3.0,0.0,18.0,1.0,2.0,0.0,9.0,169.0,6.0,2.0,2.0,0.0,34.0,0.0,22.0
jmri.csv,0.0,0.0,0.0,2.0,10.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,15.0,4.0,20.0
jython.csv,2.0,0.0,18.0,1.0,2.0,0.0,9.0,0.0,6.0,1.0,3.0,0.0,32.0,3.0,15.0
kdenlive.csv,0.0,2.0,0.0,6.0,3.0,19.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0
ninject.csv,0.0,0.0,0.0,49.0,2.0,96.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0
ondex.csv,3.0,1.0,18.0,49.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,56.0
opentibia.csv,2.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,5.0
projectfactory.csv,1.0,0.0,6.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,7.0
taverna.csv,0.0,0.0,1.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,16.0
tigermud.csv,3.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,23.0,4.0,16.0
unbvision.csv,0.0,1.0,8.0,4.0,0.0,16.0,1.0,9.0,0.0,0.0,0.0,1.0,9.0,0.0,8.0
x-ray-mule.csv,6.0,0.0,17.0,0.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,23.0,0.0,0.0
