,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.33,0.42,0.33,0.35,0.38,0.35,0.45
jahshaka.csv,0.45,0.6,0.47,0.55,0.58,0.9,0.54
jatlas.csv,0.33,0.68,0.38,0.39,0.64,0.9,0.96
jedit.csv,0.41,0.47,0.47,0.36,0.42,0.31,0.41
open-media-library.csv,0.41,0.75,0.48,0.42,0.59,0.6,0.44
panda3d.csv,0.49,0.9,0.61,0.48,0.55,0.56,0.65
wheat.csv,0.67,0.52,0.39,0.51,0.49,0.52,0.59
