,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.87,1.0,1.0,0.01,0.97,1.0,1.0
jahshaka.csv,0.46,0.32,0.84,0.54,0.63,0.76,0.78
jatlas.csv,0.78,0.61,0.81,0.57,0.15,0.94,0.87
jedit.csv,0.34,0.63,0.64,1.0,0.92,0.74,0.64
open-media-library.csv,0.74,0.56,0.43,1.06,0.35,0.71,0.59
panda3d.csv,0.57,0.83,0.62,0.46,0.48,0.73,0.62
wheat.csv,0.86,0.64,0.9,0.55,0.6,0.47,0.67
