,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.56,0.43,0.39,0.45,0.72,0.74,0.68,0.48,0.55,0.88,0.73,0.75,0.61,0.95,0.56,0.59,0.05,0.62,0.53,0.61
cornerstone.csv,0.7,0.56,0.71,0.59,0.75,0.76,0.82,0.64,0.71,0.48,0.05,0.89,0.7,0.95,0.78,1.01,0.68,0.98,1.07,0.76
emeraldemu.csv,0.42,0.55,0.45,0.5,0.74,0.75,0.6,0.04,0.68,0.6,0.62,0.82,0.53,0.77,0.68,0.62,0.62,0.71,0.54,0.64
grafx2.csv,0.5,0.56,0.52,0.43,0.48,0.65,0.57,0.46,0.61,0.61,0.64,0.58,0.64,0.0,0.59,0.28,0.69,0.54,0.44,0.76
jahshakafx.csv,0.02,0.62,0.8,0.92,0.76,0.92,0.79,0.64,0.85,0.81,0.78,0.82,0.74,0.77,0.85,0.65,0.59,0.88,0.75,0.62
kindb.csv,0.48,0.49,0.58,0.69,0.66,0.67,0.59,0.55,0.52,0.49,0.67,0.5,0.55,0.41,0.47,0.06,0.57,0.47,0.57,0.5
maya-work-in-progress.csv,0.4,0.69,0.48,0.68,0.59,0.66,0.56,0.46,0.65,0.0,0.87,0.53,0.61,0.51,0.49,0.41,0.59,0.65,0.56,0.58
netatalk.csv,0.55,0.53,0.55,0.6,0.79,0.84,0.62,0.57,0.7,0.84,0.73,0.6,0.7,0.68,0.65,0.56,0.61,0.0,0.27,0.61
novembre.csv,0.62,0.66,0.46,0.73,0.81,0.83,0.07,0.72,0.83,0.88,0.66,0.85,0.87,0.93,0.63,0.91,0.62,0.71,0.19,0.69
ns-3.csv,0.52,0.55,0.68,0.71,0.69,0.03,0.85,0.64,0.6,0.74,0.59,0.62,0.52,0.42,0.61,0.29,0.75,0.58,0.71,0.63
nullc.csv,0.73,1.0,0.94,1.0,0.09,0.9,0.97,0.86,0.92,0.94,0.66,0.94,0.98,0.71,0.91,0.94,0.96,1.0,0.86,0.85
open-beos.csv,0.79,0.68,0.46,0.51,0.63,0.63,0.73,0.5,0.05,0.61,0.8,0.81,0.58,0.76,0.63,0.73,0.47,0.67,0.58,0.57
pixel-commandos.csv,0.95,0.9,1.0,0.92,0.94,1.0,1.0,0.96,0.99,1.0,0.94,1.0,0.97,1.0,0.92,1.0,0.92,1.0,0.0,0.97
planeshift.csv,0.84,0.57,0.84,0.8,0.55,0.71,0.78,0.74,0.73,0.65,0.76,0.72,0.02,0.45,0.56,0.47,0.75,0.67,0.73,0.74
plee-the-bear.csv,0.97,0.99,0.12,0.96,0.89,0.82,0.97,0.92,0.83,0.93,0.78,0.95,0.81,0.91,0.96,0.96,0.92,1.02,1.02,0.93
reaper-ecad.csv,0.83,0.95,0.56,0.08,0.94,0.82,1.0,0.73,0.96,0.83,0.8,1.0,0.8,1.0,0.75,0.94,0.87,0.93,0.75,0.89
sbml.csv,0.44,0.56,0.58,0.72,0.6,0.64,0.74,0.57,0.65,0.57,0.76,0.51,0.54,0.43,0.01,0.94,0.72,0.48,0.64,0.47
unimrcp.csv,0.61,0.67,0.62,0.64,0.77,0.87,0.79,0.68,0.88,0.82,0.8,0.04,0.78,0.68,0.77,0.74,0.65,0.57,0.51,0.73
unladen-swallow.csv,0.9,0.36,0.94,0.92,0.88,0.74,0.82,0.88,0.96,0.88,0.77,0.77,0.71,0.73,0.87,0.88,0.82,0.65,1.0,0.76
xmoto.csv,0.43,0.57,0.63,0.42,0.71,0.63,0.78,0.73,0.56,0.81,0.77,0.81,0.55,0.61,0.5,0.4,0.53,0.6,0.65,0.09
