,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.52,0.71,0.73,0.64,0.33,0.33,0.44,0.6,0.52,0.15,0.35,0.58,0.54,0.2,0.53,0.46,0.96,0.64,0.54,0.47
cornerstone.csv,0.49,0.53,0.51,0.5,0.3,0.56,0.36,0.6,0.42,0.63,0.96,0.41,0.5,0.2,0.5,0.31,0.5,0.35,0.25,0.37
emeraldemu.csv,0.65,0.54,0.62,0.68,0.44,0.31,0.51,0.97,0.38,0.65,0.62,0.23,0.56,0.27,0.37,0.43,0.45,0.34,0.54,0.43
grafx2.csv,0.65,0.73,0.7,0.75,0.6,0.54,0.67,0.61,0.49,0.46,0.53,0.57,0.62,1.0,0.55,0.79,0.66,0.71,0.73,0.52
jahshakafx.csv,0.98,0.45,0.25,0.1,0.28,0.11,0.31,0.42,0.18,0.23,0.28,0.33,0.33,0.27,0.19,0.4,0.48,0.24,0.29,0.44
kindb.csv,0.72,0.76,0.7,0.66,0.44,0.53,0.69,0.71,0.65,0.57,0.64,0.77,0.57,0.73,0.65,0.95,0.67,0.69,0.67,0.64
maya-work-in-progress.csv,0.82,0.58,0.72,0.45,0.6,0.48,0.71,0.73,0.62,1.0,0.44,0.59,0.65,0.57,0.64,0.64,0.65,0.41,0.8,0.63
netatalk.csv,0.52,0.55,0.52,0.47,0.26,0.2,0.45,0.49,0.36,0.19,0.33,0.46,0.35,0.38,0.41,0.49,0.45,1.0,0.78,0.44
novembre.csv,0.45,0.41,0.62,0.33,0.24,0.21,0.94,0.33,0.2,0.15,0.42,0.18,0.17,0.09,0.43,0.11,0.45,0.34,0.96,0.37
ns-3.csv,0.64,0.68,0.68,0.47,0.37,0.98,0.46,0.61,0.52,0.52,0.56,0.68,0.68,0.68,0.47,0.76,0.58,0.65,0.5,0.52
nullc.csv,0.63,0.0,0.31,0.0,0.97,0.37,0.09,0.44,0.3,0.24,0.48,0.27,0.09,0.65,0.33,0.24,0.17,0.0,0.45,0.47
open-beos.csv,0.55,0.63,0.65,0.57,0.43,0.47,0.48,0.63,0.96,0.46,0.53,0.52,0.52,0.61,0.52,0.55,0.68,0.51,0.53,0.51
pixel-commandos.csv,0.06,0.12,0.0,0.1,0.07,0.0,0.0,0.05,0.01,0.0,0.07,0.0,0.04,0.0,0.1,0.0,0.1,0.0,1.0,0.04
planeshift.csv,0.5,0.75,0.49,0.54,0.55,0.63,0.57,0.61,0.6,0.68,0.56,0.64,0.99,0.75,0.72,0.75,0.6,0.64,0.65,0.6
plee-the-bear.csv,0.09,0.07,0.9,0.05,0.38,0.44,0.09,0.11,0.31,0.3,0.42,0.28,0.36,0.35,0.24,0.18,0.14,0.23,0.0,0.27
reaper-ecad.csv,0.31,0.06,0.52,0.93,0.07,0.29,0.0,0.33,0.05,0.22,0.45,0.0,0.25,0.0,0.3,0.07,0.17,0.09,0.29,0.13
sbml.csv,0.77,0.73,0.76,0.64,0.54,0.54,0.61,0.72,0.64,0.61,0.58,0.72,0.7,0.62,0.99,0.24,0.63,0.65,0.74,0.68
unimrcp.csv,0.46,0.4,0.44,0.43,0.28,0.16,0.31,0.37,0.15,0.23,0.28,0.97,0.26,0.38,0.28,0.31,0.43,0.48,0.55,0.33
unladen-swallow.csv,0.12,0.69,0.07,0.1,0.17,0.34,0.24,0.15,0.05,0.15,0.45,0.36,0.45,0.33,0.41,0.15,0.27,0.51,0.0,0.37
xmoto.csv,0.74,0.65,0.69,0.73,0.48,0.63,0.49,0.61,0.58,0.52,0.57,0.52,0.65,0.48,0.7,0.68,0.7,0.64,0.64,0.93
