,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,99.0,99.0,634.5,96.5,196.0,97.5,94.5,98.5,99.0,97.5,97.5,99.0,194.0,91.5
elateportal.csv,198.0,99.0,287.5,96.5,196.0,86.5,192.0,95.5,95.5,633.5,93.5,99.0,1086.5,89.5
gdis.csv,99.0,99.0,287.5,96.5,195.0,97.5,287.5,197.5,99.0,97.5,98.5,99.0,194.0,190.5
gzigzag.csv,6119.0,99.0,465.5,96.5,96.5,97.5,99.0,98.5,93.5,97.5,94.5,280.5,444.5,91.5
icescrum.csv,137.0,99.0,651.5,96.5,196.0,97.5,95.5,91.5,99.0,269.5,98.5,280.5,96.5,186.0
jguard.csv,99.0,99.0,386.0,96.5,97.5,97.5,99.0,98.5,194.0,97.5,97.5,99.0,194.0,381.5
jitterbit.csv,99.0,99.0,287.5,96.5,195.0,97.5,99.0,98.5,99.0,97.5,97.5,594.5,194.0,91.5
jython.csv,99.0,99.0,94.5,96.5,195.0,97.5,80.5,197.5,193.0,183.0,97.5,99.0,240.5,91.5
personalaccess.csv,99.0,991.5,732.0,96.5,96.5,97.5,99.0,307.0,98.5,19.5,88.5,439.0,96.5,91.5
ppcboot.csv,99.0,99.0,1017.5,96.5,196.0,97.5,94.5,197.5,99.0,97.5,97.5,99.0,96.5,383.5
repositorium.csv,676.0,99.0,312.0,2.5,556.0,468.0,76.5,98.5,0.0,268.5,93.5,281.5,205.0,0.0
unbvision.csv,99.0,99.0,290.5,86.5,195.0,97.5,99.0,95.5,99.0,85.5,98.5,280.5,143.0,186.0
wxstudio.csv,6200.5,99.0,966.5,96.5,97.5,175.0,99.0,196.5,93.5,255.5,96.5,184.0,444.5,381.5
xbg.csv,99.0,1705.5,337.5,83.5,275.5,184.0,94.5,89.5,91.5,97.5,97.5,188.0,141.0,128.0
