,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.99,1.0,1.0,0.64,0.99,1.0,1.0,1.0,1.0
ffigo.csv,0.34,0.17,0.28,0.0,0.07,0.0,0.0,0.78,0.0
ildjit.csv,0.5,0.66,0.37,0.27,0.22,0.67,0.0,0.37,0.29
jfreereport.csv,0.11,0.1,0.43,0.2,0.33,0.0,0.25,0.37,0.08
pcsx2.csv,0.51,0.14,0.68,0.65,0.78,0.33,0.38,0.08,0.58
psycle.csv,0.64,0.41,0.9,0.85,0.85,1.0,1.0,0.62,0.58
wikipediardware.csv,0.65,0.48,0.98,0.78,0.84,1.0,1.0,0.63,0.71
wxjs.csv,0.05,0.0,0.08,0.0,0.02,0.0,1.0,0.0,0.0
xqilla.csv,0.33,0.14,0.37,0.09,0.18,1.0,0.62,0.26,0.05
