,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.45,0.33,0.17,0.41,0.31,0.53,0.48,0.06,0.09,0.0,0.42
cubefs.csv,0.35,0.0,0.0,0.63,0.13,0.66,0.63,0.71,0.8,0.61,0.0
iaml.csv,0.59,0.1,0.68,0.44,0.59,0.39,0.7,0.34,0.78,0.47,0.62
ivataopenportal.csv,0.66,0.0,0.59,0.47,0.61,0.74,0.44,0.0,0.0,0.51,0.0
mb-unit.csv,0.13,0.0,0.17,0.21,0.09,0.05,0.0,0.45,0.13,0.27,0.45
mvdsv.csv,0.01,0.0,0.0,0.02,1.0,0.01,0.05,0.01,0.0,0.15,0.06
nova.csv,0.47,0.79,0.69,0.38,0.0,0.35,0.48,0.56,0.78,0.33,0.58
olex2.csv,0.65,0.57,0.37,0.61,0.68,0.3,0.5,0.62,0.0,0.62,0.66
openwbem.csv,0.43,0.18,0.33,0.38,0.38,0.39,0.28,0.33,0.92,0.18,0.48
xcmetadataservicestoolkit.csv,0.33,0.0,0.36,0.56,0.0,0.17,0.46,0.37,0.0,0.78,0.61
