,0,1,2,3,4,5,6,7,8
moast.csv,0.0,0.0,0.165,0.33,0.0,0.0,0.33,0.0,0.0
chrysalis.csv,0.14,0.08,0.0,0.14,0.08,0.0,1.0,0.08,0.04
cortex-vfx.csv,0.18,0.07,0.09,0.5549999999999999,0.07,0.11,1.0,0.07,0.05500000000000001
l2j.csv,0.215,0.06,0.33499999999999996,0.665,0.06,0.33999999999999997,1.0,0.06,0.33499999999999996
geogebra.csv,0.21500000000000002,0.225,0.1,0.21500000000000002,0.225,0.08,0.9199999999999999,0.225,0.06
ffigo.csv,0.675,0.0,0.325,0.6,0.0,0.4,1.0,0.0,0.325
autowikibrowser.csv,0.7350000000000001,0.0,0.265,0.2,0.0,0.2,1.0,0.0,0.2
gstreamer.csv,0.0,0.17,0.38,0.36,0.17,0.31,1.0,0.17,0.29
quantlib.csv,0.385,0.1,0.155,0.63,0.1,0.10500000000000001,1.0,0.1,0.055
skia.csv,0.6,0.1,0.25,0.55,0.1,0.225,1.0,0.1,0.2
jruby.csv,0.25,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0
chaosrts.csv,0.0,0.25,0.5,0.5,0.25,0.5,1.0,0.25,0.75
mplayer-ce.csv,1.0,0.275,0.315,0.63,0.275,0.35,1.0,0.275,0.30000000000000004
biopax.csv,0.0,0.0,0.25,0.0,0.0,0.5,1.0,0.0,0.25
linux-ntfs.csv,0.33,0.0,0.33,0.0,0.0,0.165,1.0,0.0,0.33
growl-for-windows.csv,0.0,0.0,0.25,0.0,0.0,0.5,1.0,0.0,0.5
synecdoche.csv,0.25,0.1,0.25,0.45,0.1,0.225,1.0,0.1,0.225
rcp-company-uibindings.csv,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
tweetsharp.csv,0.25,0.0,0.75,0.5,0.0,1.0,1.0,0.0,1.0
elateportal.csv,,,,,,,,,
sandiaportals.csv,0.0,0.0,0.5,0.25,0.0,0.5,1.0,0.0,0.5
biodwh.csv,0.595,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0
trinitycore.csv,0.15,0.15,0.15,0.59,0.15,0.18,1.0,0.15,0.15
zemljanka.csv,,,,,,,,,
