,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.44,0.38,0.46,0.71,0.43,0.92,0.42,0.39,0.57,0.44,0.45,0.52
e-bio-flow.csv,0.53,0.49,0.52,0.47,0.39,0.67,0.86,0.4,0.89,0.42,0.46,0.63
freedom-erp.csv,0.45,0.92,0.85,0.5,0.34,0.67,0.5,0.86,0.43,0.0,0.54,0.8
jbasic.csv,0.4,0.56,0.41,0.51,0.32,0.45,0.48,0.42,0.37,0.9,0.53,0.39
jgossipforum.csv,0.54,0.47,0.5,0.52,0.86,0.95,0.8,0.4,0.63,0.41,0.98,0.79
joustsim.csv,0.71,0.41,0.48,0.44,0.62,0.57,0.73,0.45,0.42,0.4,0.47,0.45
jsidplay2.csv,0.39,0.51,0.47,0.47,0.31,0.96,0.51,0.51,0.34,0.65,0.38,0.39
madman.csv,0.88,0.61,0.72,0.75,0.89,0.96,0.5,0.47,0.67,0.59,0.98,0.96
mule.csv,0.48,0.44,0.37,0.87,0.3,0.65,0.44,0.67,0.4,0.91,0.43,0.48
nunit.csv,0.88,0.6,0.54,0.55,0.85,0.83,0.79,0.61,0.0,0.65,0.6,0.67
power-architect.csv,0.54,0.4,0.45,0.52,0.48,0.47,0.59,0.41,0.44,0.38,0.43,0.37
reaper3d.csv,0.53,0.96,0.68,0.61,0.58,0.53,0.5,0.78,0.58,0.51,0.89,0.78
