,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.35,0.36,0.69,0.33,0.14,0.89,0.14,0.6,0.21,0.18,0.26,0.17,0.16,0.27,1.0,0.56
bdbbasic.csv,0.61,0.73,0.62,0.38,0.27,0.68,0.14,0.38,0.95,0.51,0.58,0.41,0.32,0.43,0.67,0.48
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
echongl.csv,0.77,0.5,0.5,0.77,0.68,0.65,0.69,0.59,0.89,0.99,0.63,0.53,0.64,0.45,0.0,0.19
etherboot.csv,0.52,0.32,0.0,0.23,0.91,0.11,0.33,0.34,0.47,0.29,0.21,0.29,0.29,0.12,0.33,0.04
freebios.csv,0.65,0.55,0.69,0.59,0.5,0.54,0.94,0.44,0.58,0.32,0.58,0.48,0.28,0.67,1.0,0.3
gebr.csv,0.81,0.95,0.69,0.77,0.86,0.97,0.63,0.97,0.95,0.97,0.63,0.79,0.79,0.85,1.0,0.93
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gnukeda.csv,0.48,0.77,0.75,0.92,0.73,0.86,0.33,0.54,0.58,0.57,0.63,0.64,0.35,0.41,0.67,0.81
google-gears.csv,0.77,0.64,0.62,0.85,0.64,0.35,0.45,0.83,0.74,0.85,0.53,1.0,0.76,0.65,0.67,0.52
gstreamer.csv,0.81,0.73,0.62,0.44,0.41,0.73,0.24,0.48,0.79,0.66,0.58,0.52,0.43,0.98,1.0,0.59
jnode.csv,0.03,0.23,0.81,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.11
metacosm.csv,0.58,0.64,0.56,0.44,0.23,0.7,0.16,0.14,0.47,0.51,0.42,0.29,0.29,0.24,0.33,0.96
openmeetings.csv,0.32,0.86,0.12,0.21,0.23,0.76,0.2,0.15,0.37,0.4,0.37,0.28,0.24,0.43,0.67,0.56
tradelink.csv,0.39,0.18,0.06,0.44,0.18,0.95,0.06,0.07,0.89,0.63,0.89,0.36,0.21,0.38,0.67,0.22
wxcrp.csv,0.94,0.77,0.88,0.15,0.09,0.14,0.02,0.14,0.32,0.13,0.26,0.18,0.17,0.32,1.0,0.56
