,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.15,0.02,0.07,0.19,0.11,0.56,0.21,0.37,0.23,0.25,0.46,0.0,0.16,0.72
avifile.csv,0.18,0.71,0.3,0.0,0.78,0.42,0.69,0.71,0.46,0.17,0.98,0.6,0.47,0.5
delphilhlplib.csv,0.31,0.29,0.15,0.16,0.28,0.49,0.45,0.11,0.46,0.36,0.15,0.0,0.0,0.31
fluidium.csv,0.0,0.46,0.0,0.46,0.17,0.18,0.45,0.0,0.02,0.04,0.02,0.2,0.79,0.0
gnome-jabber.csv,0.31,0.73,0.63,0.13,0.44,0.06,0.34,0.34,0.45,0.17,0.54,0.2,0.26,0.44
ipfilter.csv,0.54,0.87,1.0,0.85,1.0,0.27,0.72,0.91,0.75,0.23,0.93,1.0,0.16,0.62
jparsec.csv,0.54,1.0,0.74,0.66,1.0,0.52,0.9,0.71,0.72,0.26,0.87,1.0,0.84,0.56
loki-lib.csv,0.32,0.96,0.26,0.94,0.11,0.16,0.14,0.37,0.31,0.35,0.22,1.0,0.26,0.06
mumble.csv,0.02,0.98,0.48,1.0,0.89,0.68,0.0,0.51,0.2,0.55,0.15,1.0,0.95,0.0
opengs.csv,0.29,0.54,0.22,0.49,0.67,0.29,0.38,0.26,0.4,0.65,0.2,0.0,0.32,0.41
owfs.csv,0.75,0.31,0.89,0.07,0.44,0.95,0.79,0.57,0.52,0.88,0.85,0.4,0.74,0.53
rectracker.csv,0.97,0.9,0.22,0.9,1.0,0.99,0.9,0.83,0.66,1.0,0.89,1.0,0.95,0.97
rockbox.csv,0.38,0.04,0.52,0.04,0.06,0.44,0.1,0.23,0.23,0.39,0.15,0.0,0.11,0.41
zealos.csv,0.03,0.08,0.0,0.35,0.0,0.0,0.0,0.03,0.11,0.09,0.02,0.0,0.0,0.0
