,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,1.0,0.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,17.0
ibatisdb.csv,0.0,56.0,12.0,5.0,7.0,0.0,1.0,0.0,11.0,1.0
jmol.csv,9.0,0.0,26.0,2.0,58.0,0.0,0.0,1.0,4.0,17.0
liferea.csv,0.0,14.0,18.0,0.0,17.0,1.0,62.0,1.0,15.0,10.0
log4net.csv,0.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,3.0,3.0
pclasses.csv,2.0,4.0,2.0,1.0,36.0,0.0,0.0,0.0,10.0,11.0
psrchive.csv,4.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,3.0,16.0
re2c.csv,1.0,0.0,15.0,5.0,48.0,0.0,0.0,1.0,14.0,11.0
tycho.csv,2.0,0.0,0.0,4.0,18.0,0.0,0.0,1.0,5.0,46.0
xfce.csv,4.0,25.0,0.0,2.0,33.0,0.0,1.0,0.0,13.0,21.0
