,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,8.0,0.0,13.0,1.0,56.0,26.0,41.0,26.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,67.0,0.0,6.0
dxengine.csv,7.0,1.0,0.0,3.0,0.0,94.0,431.0,133.0,3.0,2.0,67.0,2.0,1.0,1.0,2.0,166.0,67.0,9.0,8.0
e-bio-flow.csv,3.0,0.0,2.0,1.0,43.0,14.0,22.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,67.0,0.0,28.0
emono.csv,10.0,5.0,2.0,3.0,6.0,28.0,1.0,57.0,4.0,0.0,1.0,3.0,1.0,2.0,4.0,1.0,10.0,0.0,9.0
freedom-erp.csv,2.0,5.0,4.0,0.0,4.0,3.0,10.0,7.0,1.0,1.0,12.0,0.0,0.0,0.0,147.0,0.0,67.0,0.0,1.0
haggle.csv,15.0,5.0,4.0,1.0,0.0,33.0,1.0,57.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,8.0,7.0,1.0,2.0
jbpm.csv,1.0,1.0,0.0,0.0,3.0,94.0,0.0,133.0,0.0,0.0,1.0,68.0,4.0,225.0,0.0,3.0,67.0,121.0,3.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,84.0,114.0,67.0,0.0,81.0,225.0,2.0,166.0,2.0,121.0,65.0
jmoney.csv,1.0,2.0,0.0,0.0,43.0,10.0,61.0,4.0,3.0,2.0,5.0,0.0,6.0,3.0,1.0,1.0,67.0,0.0,32.0
jmonkeyengine.csv,17.0,5.0,4.0,3.0,0.0,22.0,1.0,57.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,166.0,10.0,0.0,14.0
jsidplay2.csv,5.0,4.0,2.0,1.0,105.0,27.0,50.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,67.0,0.0,43.0
log4net.csv,0.0,1.0,1.0,0.0,2.0,7.0,11.0,5.0,2.0,0.0,67.0,0.0,0.0,1.0,0.0,2.0,67.0,0.0,31.0
matrex.csv,1.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,84.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,67.0,1.0,65.0
mediate.csv,11.0,5.0,0.0,0.0,3.0,12.0,1.0,33.0,8.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,9.0,0.0,65.0
piccolo2d.csv,3.0,6.0,1.0,1.0,11.0,6.0,16.0,1.0,3.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,67.0,2.0,20.0
pustefix.csv,9.0,2.0,0.0,3.0,14.0,25.0,14.0,54.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,9.0,0.0,5.0
sblim.csv,2.0,3.0,1.0,0.0,0.0,3.0,0.0,133.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,67.0,0.0,34.0
thedata.csv,16.0,2.0,7.0,1.0,0.0,34.0,1.0,34.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,67.0,0.0,0.0
tmva.csv,14.0,1.0,4.0,1.0,57.0,36.0,1.0,29.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,67.0,0.0,6.0
