,f1,g,recall,precision,pf,wins
array4j.csv,0.37,0.41,0.51,0.31,0.63,6
dxengine.csv,0.15,0.16,0.13,0.29,0.19,1
e-bio-flow.csv,0.3,0.33,0.41,0.38,0.27,11
emono.csv,0.33,0.47,0.65,0.24,0.69,7
freedom-erp.csv,0.2,0.29,0.25,0.34,0.17,4
haggle.csv,0.42,0.4,0.85,0.27,0.77,12
jbpm.csv,0.14,0.11,0.09,0.43,0.04,2
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jmoney.csv,0.42,0.47,0.48,0.39,0.35,15
jmonkeyengine.csv,0.4,0.41,0.67,0.3,0.75,8
jsidplay2.csv,0.26,0.28,0.25,0.27,0.24,3
log4net.csv,0.29,0.31,0.27,0.42,0.2,10
matrex.csv,0.32,0.38,0.33,0.47,0.15,14
mediate.csv,0.45,0.52,0.68,0.34,0.44,17
piccolo2d.csv,0.47,0.47,0.44,0.43,0.24,18
pustefix.csv,0.27,0.45,0.49,0.3,0.54,5
sblim.csv,0.33,0.32,0.28,0.44,0.19,13
thedata.csv,0.53,0.52,0.69,0.39,0.68,16
tmva.csv,0.4,0.3,0.89,0.33,0.86,9
