,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.66,0.97,0.78,0.8,0.68,0.54,0.5,0.0,0.0,0.75,0.71,0.8,0.76,0.85
crux-framework.csv,0.6,0.56,0.96,0.62,0.5,0.55,0.56,0.94,0.46,0.9,0.78,0.95,0.82,0.86
etherboot.csv,0.8,0.93,0.0,0.5,0.66,0.92,0.89,0.62,0.41,0.33,0.9,0.0,0.45,0.42
freebios.csv,0.57,0.96,0.71,0.62,0.76,0.94,0.62,0.82,0.79,0.45,0.71,0.99,0.53,0.83
gebr.csv,0.41,0.39,0.42,0.47,0.45,0.49,0.39,0.4,0.38,0.33,0.46,0.4,0.42,0.41
gnukeda.csv,0.44,0.46,0.52,0.56,0.42,0.4,0.62,0.48,0.58,0.46,0.46,0.98,0.41,0.42
google-gears.csv,0.42,0.43,0.44,0.43,0.42,0.5,0.39,0.47,0.41,0.35,0.46,0.35,0.45,0.43
gstreamer.csv,0.44,0.41,0.5,0.46,0.41,0.44,0.46,0.45,0.4,0.38,0.48,0.41,0.45,0.41
jnode.csv,0.8,0.79,0.78,0.6,0.88,0.5,0.88,0.94,0.83,0.67,0.94,0.92,0.95,0.0
metacosm.csv,0.83,0.47,0.42,0.67,0.75,0.7,0.79,0.53,0.5,0.48,0.59,0.59,0.57,0.44
openmeetings.csv,0.48,0.54,0.43,0.78,0.41,0.29,0.89,0.45,0.39,0.81,0.55,0.58,0.5,0.37
pgui.csv,0.56,0.42,0.0,0.57,0.47,0.4,0.79,0.56,0.56,0.43,0.52,0.0,0.42,0.41
tradelink.csv,0.94,0.43,0.48,0.69,0.45,0.54,0.49,0.45,0.44,0.66,0.7,0.38,0.51,0.48
wxcrp.csv,0.5,0.53,0.47,0.53,0.44,0.38,0.44,0.46,0.43,0.65,0.54,0.34,0.58,0.51
